unesco_id;unesco_site;acled_event_id;date;event_type;sub_event;distance_km;fatalities;notes;location_acled
8;The Historic Centre of Odesa;UKR95710;2023-03-09;Explosions/Remote violence;Shelling/artillery/missile attack;2.35;0;On 9 March 2023, Russian forces shelled an energy facility in Odesa, Odesa region. Casualties unknown.;Odesa
8;The Historic Centre of Odesa;UKR95964;2023-03-14;Explosions/Remote violence;Shelling/artillery/missile attack;2.35;0;On 14 March 2023, Russian forces launched a missile strike at Odesa region, damaging residential buildings and civilian infrastructure (coded to Odesa). Casualties unknown.;Odesa
8;The Historic Centre of Odesa;UKR233675;2023-03-15;Explosions/Remote violence;Shelling/artillery/missile attack;2.35;0;On 15 March 2023, Russian forces launched a missile strike at an unidentified target in the Odesa region, damaging residential buildings and civilian infrastructure (coded to Odesa). Casualties unknown.;Odesa
8;The Historic Centre of Odesa;UKR96648;2023-03-21;Explosions/Remote violence;Shelling/artillery/missile attack;2.35;0;On 21 March 2023, Russian forces launched a missile strike at Odesa, hitting a building of the monastery of Moscow Patriarchate and two hangars with Ukrainian weapons and military equipment at the Shkilnyy Airfield. As a result of the shelling, 4 people were injured.;Odesa
8;The Historic Centre of Odesa;UKR96602;2023-03-23;Strategic developments;Disrupted weapons use;2.35;0;Interception: On 23 March 2023, Ukrainian military forces intercepted 2 Russian X-59 missiles (launched by Russian aircrafts) over the Odesa region (coded to Odesa, Odesa).;Odesa
8;The Historic Centre of Odesa;UKR98761;2023-04-04;Explosions/Remote violence;Air/drone strike;2.35;0;On 4 April 2023, Russian forces launched a drone strike at Odesa region, hitting an enterprise. Preliminary, Ukrainian air defense intercepted 13 drones over Odesa region. There were no casualties.;Odesa
8;The Historic Centre of Odesa;UKR99909;2023-04-19;Explosions/Remote violence;Air/drone strike;2.35;0;On 19 April 2023, Russian forces launched Shahed-136 drone strikes at Odesa region (coded to Odesa, Odesa region). Ukrainian air defence forces intercepted some of the drones, but the remaining ones damaged a recreational facility, causing a fire. No casualties.;Odesa
8;The Historic Centre of Odesa;UKR103680;2023-05-04;Explosions/Remote violence;Air/drone strike;2.35;0;On 4 May 2023, 3 Russian kamikaze-drones struck dormitories in Odesa, Odesa. 12 drones were intercepted by the Ukrainian military. There were no casualties.;Odesa
8;The Historic Centre of Odesa;UKR102538;2023-05-08;Explosions/Remote violence;Air/drone strike;2.35;1;On 8 May 2023, Russian forces launched air-to-surface Kh-22 missiles at Odesa region, injuring 3 and killing 1 civilian (coded to Odesa).;Odesa
8;The Historic Centre of Odesa;UKR103961;2023-05-08;Explosions/Remote violence;Air/drone strike;2.35;0;On 8 May 2023, Russian forces launched air-to-surface Kh-22 missiles at Odesa. The warehouse of the Red Cross was destroyed, together with the humanitarian aid that was stored there. Workers and volunteers were not in the area at the time of the strike, no casualties.;Odesa
8;The Historic Centre of Odesa;UKR101882;2023-05-17;Explosions/Remote violence;Shelling/artillery/missile attack;2.35;1;On 17 May 2023, Russian forces launched a missile strike at Odesa, Odesa region, having hit an industrial enterprise. 1 civilian was killed, 2 were injured. Ukrainian air defence forces also intercepted several missiles.;Odesa
8;The Historic Centre of Odesa;UKR102369;2023-05-18;Explosions/Remote violence;Shelling/artillery/missile attack;2.35;1;On 18 May 2023, the Russian navy launched missiles at the Odesa region (coded to Odesa, Odesa), hitting an industrial facility, killing 1 and wounding 2 civilians. The Ukrainian military intercepted 8 Russian missiles.;Odesa
8;The Historic Centre of Odesa;UKR105195;2023-05-25;Strategic developments;Disrupted weapons use;2.35;0;Interception: On 25 May 2023, Ukrainian military forces intercepted a Russian kamikaze-drone over the Odesa region (coded to Odesa, Odesa).;Odesa
8;The Historic Centre of Odesa;UKR105356;2023-05-29;Explosions/Remote violence;Air/drone strike;2.35;0;On 29 May 2023, Russian forces launched an airstrike at Odesa, damaging a port infrastructure. There were no casualties.;Odesa
8;The Historic Centre of Odesa;UKR232886;2023-05-29;Strategic developments;Disrupted weapons use;2.35;0;Interception: On 29 May 2023, Ukrainian air defense forces shot down 1 Russian 'Shahed-131/136' drone over the Odesa region (coded to Odesa, Odesa region). No casualties.;Odesa
8;The Historic Centre of Odesa;UKR234156;2023-06-09;Explosions/Remote violence;Air/drone strike;2.35;0;On 9 June 2023, Russian forces launched a 'Shahed' drone in Odesa region (coded to Odesa, Odesa). Casualties unknown.;Odesa
8;The Historic Centre of Odesa;UKR107522;2023-06-10;Strategic developments;Disrupted weapons use;2.35;0;Interception: On 10 June 2023, Ukrainian forces shot down 3 Russian missiles over Odesa region (coded to Odesa).;Odesa
8;The Historic Centre of Odesa;UKR107250;2023-06-10;Explosions/Remote violence;Air/drone strike;2.35;3;On 10 June 2023, Russian air forces carried out drone strike and launched missiles at Odesa. Ukrainian forces shot down 8 Russian 'Shahed' drones and missiles. A Ukrainian apartment house was damaged as the result of falling of the wreckage of the Russian drone or missile. 2 schools and 3 kindergartens were damaged. 3 civilians were killed and 27 civilians were injured.;Odesa
8;The Historic Centre of Odesa;UKR107583;2023-06-14;Explosions/Remote violence;Shelling/artillery/missile attack;2.35;3;On 14 June 2023, Russian forces launched a Kalibr missile strike at Odesa, Odesa region, having damaged a business center, shops, residential houses, a school. Ukrainian forces intercepted 3 of 4 missiles. 3 civilians were killed, 13 were injured.;Odesa
8;The Historic Centre of Odesa;UKR107528;2023-06-15;Strategic developments;Disrupted weapons use;2.35;0;Interception: On 15 June 2023, Ukrainian military forces intercepted 13 Russian kamikaze-drones over the Odesa region (coded to Odesa, Odesa).;Odesa
8;The Historic Centre of Odesa;UKR108722;2023-06-19;Strategic developments;Disrupted weapons use;2.35;0;Interception: On 19 June 2023, Russian forces launched a missile strike at Odesa region. Ukrainian air defense intercepted all the missiles.;Odesa
8;The Historic Centre of Odesa;UKR109157;2023-06-22;Explosions/Remote violence;Air/drone strike;2.35;0;On 22 June 2023, 4 Russian kamikaze-drones attacked the Odesa region (coded to Odesa, Odesa). 3 drones were intercepted, 1 struck a warehouse. There were no casualties.;Odesa
8;The Historic Centre of Odesa;UKR109370;2023-06-24;Explosions/Remote violence;Air/drone strike;2.35;0;On 24 June 2023, Russian air forces launched several missiles near Odesa. Ukrainian forces shot down one of the missiles. No casualties.;Odesa
8;The Historic Centre of Odesa;UKR109395;2023-06-26;Explosions/Remote violence;Air/drone strike;2.35;0;On 26 June 2023, Ukrainian air defenses shot down Russian drones over the Odesa region (coded to Odesa). As a result, blast waves damaged the windows of two apartment buildings in the coastal zone. There were no casualties.;Odesa
8;The Historic Centre of Odesa;UKR111452;2023-07-02;Strategic developments;Disrupted weapons use;2.35;0;Interception: On 2 July 2023, Ukrainian forces intercepted Kalibr cruise missiles fired by Russian forces, likely navy forces, over the Odesa region (coded to Odesa).;Odesa
8;The Historic Centre of Odesa;UKR155487;2023-07-09;Strategic developments;Disrupted weapons use;2.35;0;Defusal: On 9 July 2023, Ukrainian Emergency workers safely pulled out an RPG warhead from the beach in Odesa (Odesa).;Odesa
8;The Historic Centre of Odesa;UKR111883;2023-07-11;Explosions/Remote violence;Air/drone strike;2.35;0;On 11 July 2023, Russian forces launched a drone strike at Odesa region, hitting the administrative building of a port facility. As a result, a grain terminal caught fire. Casualties unknown.;Odesa
8;The Historic Centre of Odesa;UKR145939;2023-07-12;Explosions/Remote violence;Remote explosive/landmine/IED;2.35;1;On 12 July 2023, local police found a body of a local civilian at the yard of a high-rise building in Odesa (Odesa) with signs of grenade-blast injuries. The case is under police investigation.;Odesa
8;The Historic Centre of Odesa;UKR111438;2023-07-14;Violence against civilians;Attack;2.35;0;On 14 July 2023, members of the Odesa Territorial Defense force beat and detained a man in Odesa, Odesa when issuing a draft notice. Police claimed the man was filming the issuance of the order, an illegal act.;Odesa
8;The Historic Centre of Odesa;UKR233218;2023-07-14;Strategic developments;Disrupted weapons use;2.35;0;Interception: On 14 July 2023, Ukrainian air defense forces shot down eight Russian 'Shahed-136' drones over the Odesa region (coded to Odesa, Odesa region). No casualties.;Odesa
8;The Historic Centre of Odesa;UKR145941;2023-07-17;Strategic developments;Disrupted weapons use;2.35;0;Defusal: On 17 July 2023, Ukrainian Emergency workers safely pulled out a huge mine of unknown origin from the beach in Odesa (Odesa).;Odesa
8;The Historic Centre of Odesa;UKR112053;2023-07-18;Explosions/Remote violence;Air/drone strike;2.35;0;On 18 July 2023, Russian forces launched a drone strike at Odesa, damaging residential buildings, a church and a hotel. As a result, 1 civilian was injured.;Odesa
8;The Historic Centre of Odesa;UKR145942;2023-07-18;Strategic developments;Disrupted weapons use;2.35;0;Defusal: On 18 July 2023, Ukrainian Emergency workers safely pulled out an RPG-17 projectile from the beach in Odesa (Odesa).;Odesa
8;The Historic Centre of Odesa;UKR233316;2023-07-18;Strategic developments;Disrupted weapons use;2.35;0;Interception: On 18 July 2023, Ukrainian air defense forces shot down 21 Russian 'Shahed-136' drones over the Odesa region (coded to Odesa, Odesa region). No casualties.;Odesa
8;The Historic Centre of Odesa;UKR112003;2023-07-19;Explosions/Remote violence;Air/drone strike;2.35;0;On 19 July 2023, Russian forces launched a Shahed-136 and Oniks, Kalibr and Kh-22 missile strike at Odesa, Odesa region. Kh-59 missile was shot down over the sea, while other missiles damaged the port grain storage facilities, warehouses and civilian infrastructure and caused a massive fire. Some of the missiles were intercepted by Ukrainian forces, but the debris damaged residential areas. At least 6 civilians were injured, including a 9-year-old boy.;Odesa
8;The Historic Centre of Odesa;UKR112049;2023-07-20;Explosions/Remote violence;Air/drone strike;2.35;1;On 20 July 2023, Russian land forces, navy and kamikaze drones struck an administrative building, House of the Archaeological Museum, the Literature Museum, as well as a kindergarten in Odesa, Odesa. Kalibr-type cruise missile was used during the attack on the historic center of the city. According to Ukrainian forces, the strike involved 38 missiles and unmanned aerial vehicles, 18 of which were destroyed. 1 civilian was killed, 8 civilians were wounded, among them 3 employees of the State emergency service of Ukraine.;Odesa
8;The Historic Centre of Odesa;UKR112364;2023-07-21;Explosions/Remote violence;Shelling/artillery/missile attack;2.35;0;On 21 July 2023, Russian forces conducted a missile attack against grain silos in the Odesa region (coded to Odesa, Odesa.) Two civilians were wounded by the attacks, at least 120 tons of food stuffs were destroyed, and rescue vehicles were damaged.;Odesa
8;The Historic Centre of Odesa;UKR113188;2023-07-23;Explosions/Remote violence;Shelling/artillery/missile attack;2.35;1;On 23 July 2023, Russian forces launched 19 missiles (5 'Onyx', 3 'X-22', 4 'Kalibr', 5 'Iskander-M' and 2 ballistic 'Iskander-M') by submarines and aircrafts at Odesa. Ukrainian air forces shot down 9 Russian missiles (4 'Kalibr' and 5 'Iskander-K'. 11 educational buildings and an Orthodox church of the Moscow Patriarchate were damaged. 1 civilian was killed and 22 civilians were injured.;Odesa
8;The Historic Centre of Odesa;UKR113295;2023-07-24;Explosions/Remote violence;Air/drone strike;2.35;0;On 24 July 2023, Russian drones attacked the ports of Odesa, injuring 6 civilians and destroying the grain hangar and storage tanks. A fire broke out in one of the technical rooms, which was extinguished.;Odesa
8;The Historic Centre of Odesa;UKR113509;2023-07-26;Explosions/Remote violence;Remote explosive/landmine/IED;2.35;0;On 26 July 2023, two landmines exploded on the beach in Odesa, Odesa region. Casualties unknown.;Odesa
8;The Historic Centre of Odesa;UKR113639;2023-07-27;Explosions/Remote violence;Shelling/artillery/missile attack;2.35;1;On 27 July 2023, Russian navy shelled a port and an administrative building in Odesa, Odesa. A civilian was killed.;Odesa
8;The Historic Centre of Odesa;UKR231996;2023-08-07;Strategic developments;Disrupted weapons use;2.35;0;Detonation: On 7 August 2023, a sea-mine that drifted ashore detonated on its own in the Odesa region (coded to Odesa, Odesa). No casualties.;Odesa
8;The Historic Centre of Odesa;UKR116870;2023-08-14;Explosions/Remote violence;Air/drone strike;2.35;0;On 14 August 2023, Russian forces launched drones and missiles at Odesa. As a result of the strike, shrapnel damaged a dormitory of one of the educational institutions and a supermarket. The blast wave also smashed windows and balconies in several buildings and damaged cars parked nearby. 3 civilians were injured.;Odesa
8;The Historic Centre of Odesa;UKR118198;2023-08-24;Explosions/Remote violence;Shelling/artillery/missile attack;2.35;0;On 24 August 2023, Russian navy launched missiles at port infrastructure in the Odesa region (coded to Odesa, Odesa). The Ukrainian sources claimed to intercept some of the missiles. Casualties unknown.;Odesa
8;The Historic Centre of Odesa;UKR118334;2023-08-25;Strategic developments;Disrupted weapons use;2.35;0;Interception: On 25 August 2023, Ukrainian forces shot down four Russian missiles over Odesa Oblast (coded to Odesa, Odesa.);Odesa
8;The Historic Centre of Odesa;UKR115249;2023-08-30;Strategic developments;Disrupted weapons use;2.35;0;Interception: On 30 August 2023, Ukrainian forces intercepted 8 Russian cruise missiles over Odesa region (coded to Odesa, Odesa region).;Odesa
8;The Historic Centre of Odesa;UKR126789;2023-09-02;Strategic developments;Disrupted weapons use;2.35;0;Interception: On 2 September 2023, Ukrainian forces shot down a Russian 'Mohajer-6 ' drone over Odesa region (coded to Odesa).;Odesa
8;The Historic Centre of Odesa;UKR126444;2023-09-03;Explosions/Remote violence;Air/drone strike;2.35;0;On 3 September 2023, Russian air forces carried out 25 'Shahed-136' drone strikes at Odesa region (coded to Odesa). Ukrainian forces shot down 22 of them. 2 civilians were injured.;Odesa
8;The Historic Centre of Odesa;UKR231449;2023-09-06;Explosions/Remote violence;Air/drone strike;2.35;0;On 6 September 2023, Russian Forces launched drone strikes, with Shahed-136 drones, on targets in Odesa region (coded to Odesa, Odesa). Ukrainian Forces shot down 15 drones over Odesa region. The fallen debris damaged a port and agricultural infrastructure. One civilian was injured.;Odesa
8;The Historic Centre of Odesa;UKR126791;2023-09-08;Strategic developments;Disrupted weapons use;2.35;0;Interception: On 8 September 2023, Ukrainian air defense and air force units shot down 14 Russian Shahed drones over Odesa Oblast (coded to Odesa, Odesa.);Odesa
8;The Historic Centre of Odesa;UKR128566;2023-09-17;Strategic developments;Disrupted weapons use;2.35;0;Interception: On 17 September 2023, Ukrainian forces shot down 2 Russian drones and 5 Russian missiles over Odesa region (coded to Odesa).;Odesa
8;The Historic Centre of Odesa;UKR128689;2023-09-18;Strategic developments;Disrupted weapons use;2.35;0;Interception: On 18 September 2023, Ukrainian forces shot down 18 Russian 'Shahed-136/131' drones and 17 missiles over Odesa region (coded to Odesa).;Odesa
8;The Historic Centre of Odesa;UKR129767;2023-09-23;Explosions/Remote violence;Shelling/artillery/missile attack;2.35;0;On 23 September 2023, Russian forces launched 'Oniks' missiles by at Odesa region (coded to Odesa). Civilian infrastructure was damaged. No casualties.;Odesa
8;The Historic Centre of Odesa;UKR130185;2023-09-25;Explosions/Remote violence;Air/drone strike;2.35;2;On 25 September 2023, Russian air forces carried out drone strikes at Odesa. Civilian infrastructure was damaged. A warehouse was hit, the bodies of two employees of the company were found under the rubble.;Odesa
8;The Historic Centre of Odesa;UKR129709;2023-09-28;Strategic developments;Disrupted weapons use;2.35;0;Interception: On 28 September 2023, Ukrainian military forces intercepted 30 Russian drones over Ukraine, some of them over the Odesa region (coded to Odesa, Odesa).;Odesa
8;The Historic Centre of Odesa;UKR130636;2023-09-30;Strategic developments;Disrupted weapons use;2.35;0;Interception: On 30 September 2023, Ukrainian forces shot down 6 Russian drones over Odesa region (coded to Odesa).;Odesa
8;The Historic Centre of Odesa;UKR130637;2023-10-01;Strategic developments;Disrupted weapons use;2.35;0;Interception: On 1 October 2023, Ukrainian forces shot down 14 Russian drones over Odesa region (coded to Odesa).;Odesa
8;The Historic Centre of Odesa;UKR130638;2023-10-05;Strategic developments;Disrupted weapons use;2.35;0;Interception: On 5 October 2023, Ukrainian military forces intercepted 24 Russian drones, some of them over the Odesa region (coded to Odesa, Odesa).;Odesa
8;The Historic Centre of Odesa;UKR130635;2023-10-06;Strategic developments;Disrupted weapons use;2.35;0;Interception: On 6 October 2023, Ukrainian forces shot down three Russian drones in Odesa oblast (coded to Odesa, Odesa).;Odesa
8;The Historic Centre of Odesa;UKR131200;2023-10-07;Explosions/Remote violence;Shelling/artillery/missile attack;2.35;0;On 7 October 2023, at night, Russian navy forces carried out 'Onyx' supersonic anti-ship missile strikes from occupied Crimea at unidentified targets in the Odesa region (coded to Odesa). Objects of civilian infrastructure were damaged, 4 civilians with minor injuries needed medical assistance.;Odesa
8;The Historic Centre of Odesa;UKR131214;2023-10-09;Explosions/Remote violence;Air/drone strike;2.35;0;On 9 October 2023, Russian forces launched air strikes at Odesa. Casualties unknown.;Odesa
8;The Historic Centre of Odesa;UKR131185;2023-10-10;Explosions/Remote violence;Air/drone strike;2.35;0;On 10 October 2023, Russian forces launched air strikes at Odesa, hitting a critical infrastructure. There were no casualties.;Odesa
8;The Historic Centre of Odesa;UKR182984;2023-10-10;Strategic developments;Disrupted weapons use;2.35;0;Interception: On 10 October 2023, Ukrainian forces shot down 23 Russian 'Shahed-131/136' type drones over the Odesa region (coded to Odesa, Odesa region). No casualties.;Odesa
8;The Historic Centre of Odesa;UKR131540;2023-10-12;Strategic developments;Disrupted weapons use;2.35;0;Interception: On 12 October 2023, Ukrainian military forces intercepted 10 Russian drones over the Odesa region (coded to Odesa, Odesa).;Odesa
8;The Historic Centre of Odesa;UKR276457;2023-10-13;Strategic developments;Disrupted weapons use;2.35;0;Weapons seizure: Around 13 October 2023 (as reported), the Security Service of Ukraine seized weapons with ammunition from a man employed by a charitable organization in Odesa, Odesa, and who was conducting surveillance and intelligence gathering for the Russian GRU.;Odesa
8;The Historic Centre of Odesa;UKR132159;2023-10-17;Explosions/Remote violence;Air/drone strike;2.35;0;On 17 October 2023, Russian forces launched an airstrike at Odesa and Odesa region. Casualties unknown.;Odesa
8;The Historic Centre of Odesa;UKR182326;2023-10-17;Explosions/Remote violence;Air/drone strike;2.35;0;On 17 October 2023, at night, Ukrainian forces shot down 6 Russian 'Shahed-136' drones over Odesa. The debris of one downed drone damaged a yacht-club and several boats in Odesa. No casualties.;Odesa
8;The Historic Centre of Odesa;UKR146058;2023-10-18;Explosions/Remote violence;Remote explosive/landmine/IED;2.35;0;On 18 October 2023, two civilians attempted to disassemble an unknown UXO in their office in Odesa (Odesa) and triggered an explosion. Both received multiple shrapnel injuries and were admitted to a hospital.;Odesa
8;The Historic Centre of Odesa;UKR132395;2023-10-20;Battles;Armed clash;2.35;0;On 20 October 2023, Russian air forces shot down a Ukrainian Su-24 near Odesa, Odesa. Casualties unknown.;Odesa
8;The Historic Centre of Odesa;UKR182348;2023-10-21;Explosions/Remote violence;Air/drone strike;2.35;0;On 21 October 2023, Russian air forces launched a guided cruise missile at an unidentified target in the direction of the Odesa region (coded to Odesa, Odesa region). However, during the flight it exploded in the air. There were no casualties.;Odesa
8;The Historic Centre of Odesa;UKR133001;2023-10-23;Explosions/Remote violence;Air/drone strike;2.35;0;On 23 October 2023, Ukrainian Forces shot down 9 Russian UAVs in the area of Odesa, Odesa. The debris of the downed UAV damaged the roof of the warehouse of the port infrastructure facility in Odesa district. No casualties.;Odesa
8;The Historic Centre of Odesa;UKR153572;2023-10-31;Strategic developments;Disrupted weapons use;2.35;0;Defusal: On 31 October 2023, Ukrainian Emergency service specialists defused a grenade found near the Trade Center 'Ostrov' in Odesa (Odesa).;Odesa
8;The Historic Centre of Odesa;UKR134743;2023-11-01;Strategic developments;Disrupted weapons use;2.35;0;Interception: On 1 November 2023, Ukrainian forces intercepted a Russian missile over Odesa region (coded to Odesa, Odesa region).;Odesa
8;The Historic Centre of Odesa;UKR134605;2023-11-02;Explosions/Remote violence;Air/drone strike;2.35;0;On 2 November 2023, Ukrainian Forces shot down UAVs of Russian Forces in the area of Odesa, Odesa. The debris of the downed UAVs damaged an object of critical infrastructure. Russian Forces also launched two Oniks missiles towards Odesa. The missiles lost combat speed on approach to the coast. No casualties.;Odesa
8;The Historic Centre of Odesa;UKR180216;2023-11-02;Strategic developments;Disrupted weapons use;2.35;0;Interception: On 2 November 2023, Ukrainian forces shot down 2 Russian 'Kh-59' cruise missiles over the Odesa region (coded to Odesa, Odesa region). No casualties.;Odesa
8;The Historic Centre of Odesa;UKR180244;2023-11-03;Explosions/Remote violence;Air/drone strike;2.35;0;On 3 November 2023, at night, Ukrainian forces shot down 2 Russian 'Shahed-131/136' drones over the Odesa region (coded to Odesa, Odesa region). The debris of the downed drones damaged an object of critical infrastructure. No casualties.;Odesa
8;The Historic Centre of Odesa;UKR135057;2023-11-05;Explosions/Remote violence;Shelling/artillery/missile attack;2.35;0;On 5 November 2023, Russian forces launched Oniks missiles at Odesa. Civilian infrastructure was damaged. 5 civilians were injured.;Odesa
8;The Historic Centre of Odesa;UKR135175;2023-11-06;Explosions/Remote violence;Air/drone strike;2.35;0;On 6 November 2023, Russian forces launched an Oniks missile, an Iskander-M missile and Shahed-136 drone strike at Odesa, Odesa region. Some of the drones were intercepted, while the missile hit the historical area and damaged the state museum. 5 civilians were injured.;Odesa
8;The Historic Centre of Odesa;UKR135402;2023-11-08;Explosions/Remote violence;Air/drone strike;2.35;1;On 8 November 2023, Russian forces conducted an air strike on a civilian ship flying the flag of Liberia and crewed by citizens of the Philippines in the port of Odesa, Odesa. The ship was damaged, the ship's pilot (Ukrainian pilot on board) was killed, three other crewmembers (all Filipinos) were injured and one other port worker was injured.;Odesa
8;The Historic Centre of Odesa;UKR135621;2023-11-10;Explosions/Remote violence;Air/drone strike;2.35;0;On 10 November 2023, Russian Forces launched air strikes on Odesa, Odesa. Russian Forces shelled Odesa with P-800 Oniks anti-ship cruise missile. 3 civilians injured. Port infrastructure was damaged.;Odesa
8;The Historic Centre of Odesa;UKR135881;2023-11-11;Explosions/Remote violence;Air/drone strike;2.35;0;On 11 November 2023, Russian air forces carried out drone strikes near Odesa. 3 civilians were injured.;Odesa
8;The Historic Centre of Odesa;UKR135955;2023-11-11;Strategic developments;Disrupted weapons use;2.35;0;Interception: On 11 November 2023, Ukrainian forces shot down 4 Russian 'Shahed-136' drones over Odesa region (coded to Odesa).;Odesa
8;The Historic Centre of Odesa;UKR180571;2023-11-15;Explosions/Remote violence;Air/drone strike;2.35;0;On 15 November 2023, Russian air forces launched a 'Kh-31' anti-radar missile in the direction of the Odesa region (coded to Odesa, Odesa region), however, during the flight, it lost its combat capability and fell on open terrain. There were no casualties.;Odesa
8;The Historic Centre of Odesa;UKR136371;2023-11-17;Explosions/Remote violence;Air/drone strike;2.35;0;On 17 November 2023, Russian forces launched a Shahed-136 drone strike in Odesa region. Casualties unknown.;Odesa
8;The Historic Centre of Odesa;UKR136998;2023-11-18;Explosions/Remote violence;Air/drone strike;2.35;0;On 18 November 2023, Russian air forces carried out a 'Shahed-136' drone strike at Odesa region (coded to Odesa). Ukrainian forces shot down 8 Russian drones. Civilian infrastructure was damaged. 1 civilian was injured.;Odesa
8;The Historic Centre of Odesa;UKR137324;2023-11-21;Explosions/Remote violence;Air/drone strike;2.35;0;On 21 November 2023, Russian Forces struck the port infrastracture in Odesa, Odesa, with air-launched Kh-31P supersonic anti-ship missile. No casualties.;Odesa
8;The Historic Centre of Odesa;UKR137921;2023-11-21;Explosions/Remote violence;Air/drone strike;2.35;0;On 21 November 2023, Russian Forces launched air strikes with Kh-31P missiles in the area of Odesa, Odesa, damaging a historic preserved building. No casualties.;Odesa
8;The Historic Centre of Odesa;UKR179477;2023-11-21;Strategic developments;Disrupted weapons use;2.35;0;Interception: On 21 November 2023, Ukrainian forces shot down 3 Russian 'Shahed-131/136' drones, some of them over Odesa region (coded to Odesa, Odesa region).;Odesa
8;The Historic Centre of Odesa;UKR138332;2023-11-28;Explosions/Remote violence;Shelling/artillery/missile attack;2.35;0;On 28 November 2023, Russian forces shelled Odesa region. Casualties unknown.;Odesa
8;The Historic Centre of Odesa;UKR138451;2023-11-29;Explosions/Remote violence;Air/drone strike;2.35;0;On 29 November 2023, Russian air forces launched a 'Kh-31' missile at an unidentified target in the Odesa region (coded to Odesa, Odesa region), during the flight, it lost its combat capability and fell to the ground. Additionally, Ukrainian forces also shot down 1 Russian 'Shahed-131/136' drone over Odesa region. No casualties.;Odesa
8;The Historic Centre of Odesa;UKR138568;2023-11-30;Explosions/Remote violence;Air/drone strike;2.35;0;On 30 November 2023, Russian forces launched a Shahed-136 drone strike at Odesa region (coded to Odesa, Odesa region). Most of the drones were intercepted, some of them hit non-residential buildings. Casualties unknown.;Odesa
8;The Historic Centre of Odesa;UKR138835;2023-12-02;Explosions/Remote violence;Air/drone strike;2.35;0;On 2 December 2023, Russian air forces carried out Shahed 131/136 drone strikes from Chauda cape in Crimea on coastal areas of the Odesa region (coded to Odesa). Ukrainian forces shot down 10 out of 11 drones. Civilian infrastructure was damaged. No casualties.;Odesa
8;The Historic Centre of Odesa;UKR139333;2023-12-06;Strategic developments;Disrupted weapons use;2.35;0;Interception: On 6 December 2023, Ukrainian forces intercepted 9 Russian strike drones over Odesa region, Odesa.;Odesa
8;The Historic Centre of Odesa;UKR153638;2023-12-10;Strategic developments;Disrupted weapons use;2.35;0;Defusal: On 10 December 2023, Ukrainian Emergency service specialists defused an IED that was planted under a private car of a local civilian in Odesa (Odesa). The exact motive of a possible IED attack is unknown.;Odesa
8;The Historic Centre of Odesa;UKR140387;2023-12-11;Strategic developments;Disrupted weapons use;2.35;0;Interception: On 11 December 2023, Ukrainian air defence forces intercepted 2 Russian Shahed-131/136 drones over Odesa region (coded to Odesa, Odesa region).;Odesa
8;The Historic Centre of Odesa;UKR140494;2023-12-12;Explosions/Remote violence;Air/drone strike;2.35;1;On 12 December 2023, Russian drones struck Odesa, Odesa, damaging a public enterprise that produced civilian vehicles. 1 civilian was killed, 1 wounded.;Odesa
8;The Historic Centre of Odesa;UKR179478;2023-12-12;Explosions/Remote violence;Air/drone strike;2.35;0;On 12 December 2023, Ukrainian forces shot down 2 Russian 'Shahed-136/131' drones over Odesa region (coded to Odesa). The debris of downed drones damaged objects of civilian infrastructure including a sports institution and an administrative building. There were no casualties.;Odesa
8;The Historic Centre of Odesa;UKR179479;2023-12-13;Explosions/Remote violence;Air/drone strike;2.35;0;On 13 December 2023, Ukrainian forces shot down 9 Russian 'Shahed-136/131' drones over Odesa region (coded to Odesa). The debris of two downed drones damaged objects of civilian and commercial infrastructure injuring 2 civilian workers from auto repair company.;Odesa
8;The Historic Centre of Odesa;UKR153643;2023-12-14;Strategic developments;Disrupted weapons use;2.35;0;Defusal: On 14 December 2023, Ukrainian Emergency service specialists defused a backpack with several hand grenades inside found at the residential area in Odesa (Odesa).;Odesa
8;The Historic Centre of Odesa;UKR140693;2023-12-14;Explosions/Remote violence;Air/drone strike;2.35;0;On 14 December 2023, Ukrainian forces shot down 32 Russian 'Shahed-136/131' drones over Odesa region. The debris of downed drones damaged objects of civilian infrastructure injuring 11 civilians including 3 children.;Odesa
8;The Historic Centre of Odesa;UKR141037;2023-12-17;Explosions/Remote violence;Air/drone strike;2.35;1;On 17 December 2023, Russian air forces carried out drone strikes at Odesa region (coded to Odesa). Ukrainian forces shot down 7 Russian 'Shahed' drones. As a result of falling drone debris 1 civilian was killed.;Odesa
8;The Historic Centre of Odesa;UKR141365;2023-12-20;Strategic developments;Disrupted weapons use;2.35;0;Interception: On 20 December 2023, Ukrainian military forces intercepted 19 Russian kamikaze-drones across 7 regions, some of them over the Odesa region (coded to Odesa, Odesa).;Odesa
8;The Historic Centre of Odesa;UKR141566;2023-12-22;Explosions/Remote violence;Air/drone strike;2.35;0;On 22 December 2023, Ukrainian military forces intercepted 6 Russian drones in Odesa region (coded to Odesa, Odesa region). The remnants of one drone hit the local school, damaging it. Casualties unknown.;Odesa
8;The Historic Centre of Odesa;UKR177447;2023-12-23;Strategic developments;Disrupted weapons use;2.35;0;Interception: On 23 December 2023, Ukrainian forces shot down 7 Russian drones over Odesa region (coded to Odesa).;Odesa
