UNESCO_Site;UNESCO_Category;Event_Date;Attack_Type;Distance_m;Danger_Score;Violation_Risk_Level;ACLED_Notes
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-09-04;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 4 September 2024, Russian Forces launched two Kh-47 Kinzhal aeroballistic missiles, two Kh-22 cruise missiles, six Kh-101 cruise missiles, three Iskander-K cruise missiles and 29 Shahed-136/131 drones against the targets in Ukraine. Ukrainian forces shot down four Kh-101 missiles, three Iskander-K missiles, and 22 Shahed drones, some of them over Kyiv region (coded to Kyiv, Kyiv). No casualties.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-09-05;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 5 September 2024, Ukrainian forces shot down an unknown number of Russian Shahed-136 drones over Kyiv region (coded to Kyiv, Kyiv region).
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-09-06;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 6 September 2024, Ukrainian military forces intercepted Russian kamikaze-drones over the Kyiv region (coded to Kyiv, Kyiv City). The debris of drones enflamed grass.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-09-06;Looting/property destruction;514.5;1;High (Negligence Risk);Property destruction: Around 6 September 2024 (as reported), according to the SBU and police, two young men set fire to a Ukrainian military van undergoing repairs in the city of Kyiv, Kyiv, following commands from Russian special services (coded as Russian FSB). The men were arrested in hot pursuit.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-09-07;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 7 September 2024, Ukrainian forces shot down Russian drones over Kyiv region (coded to Kyiv).
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-09-09;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 9 September 2024, Ukrainian military forces intercepted 6 Russian kamikaze-drones and 2 missiles (coded to Cherkasy) across several regions, some over in the Kyiv region (coded to Kyiv, Kyiv City). The debris enflamed grass.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-09-10;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 10 September 2024, Ukrainian forces shot down Russian Shahed drones above Kyiv Oblast (coded to Kyiv, Kyiv City.) 18 drones were shot down above Kyiv, Vinnytsia, Chernihiv, Kirovgrad, Mykolaiv, Odesa, Kherson, Sumy, Dnipropetrovsk, Kharkiv, Zaporizhia, and Poltava Oblasts.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-09-11;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 11 September 2024, Ukrainian air defense intercepted 6 Russian drones in Kyiv region (coded to Kyiv, Kyiv). There were no casualties.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-09-12;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 12 September 2024, Russian Forces launched two Iskander-M ballistic, one Kh-59/69 cruise missile, two Kh-22/32 anti-ship cruise missiles and 64 Shahed-136/131 drones against targets in Ukraine. Ukrainian Forces intercepted 44 drones, some of them over Kyiv region (coded to Kyiv, Kyiv). No casualties.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-09-13;Agreement;514.5;1;High (Negligence Risk);On 13 September 2024, a prisoner exchange was held between Russia and Ukraine (coded to Kyiv, Kyiv region). 49 military and civilian prisoners, among them several Azov regiment fighters, were returned to Ukraine.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-09-14;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 14 September 2024, Ukrainian forces shot down Russian drones over Kyiv region (coded to Kyiv).
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-09-14;Agreement;514.5;1;High (Negligence Risk);"On 14 September 2024, Ukraine and Russia swapped prisoners of war (coded to Kyiv, Kyiv City). 103 Ukrainian soldiers returned to Ukraine; 103 Russian soldiers returned to Russia."
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-09-16;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 16 September 2024, Ukrainian air defence forces shot down about 10 Russian Shahed-131/136 drones over Kyiv region (coded to Kyiv, Kyiv region).
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-09-17;Air/drone strike;514.5;10;High (Negligence Risk);On 17 September 2024, Russian forces conducted a drone strike at Kyiv region (coded to Kyiv, Kyiv). Casualties unknown.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-09-18;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 18 September 2024, Ukrainian forces shot down Russian Shahed drones above Kyiv (coded to Kyiv, Kyiv City.) 42 Russian Shahed drones were shot down above Cherkasy, Kherson, Kirovgrad, Kyiv, Vinnytisa, Sumy, and Poltava Oblasts.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-09-19;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 19 September 2024, Ukrainian military forces intercepted 42 Russian kamikaze-drones, some over the Kyiv region (coded to Kyiv, Kyiv City).
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-09-20;Air/drone strike;514.5;10;High (Negligence Risk);On 20 September 2024, Russian Forces launched 70 Shahed-136/131 drones against targets in Ukraine. Ukrainian Forces intercepted 61 drones, some of them over Kyiv region (coded to Kyiv, Kyiv). The fallen debris of the downed drones caused fire that was later distinguished. No casualties.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-09-22;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 22 September 2024, Ukrainian forces shot down Russian drones over Kyiv region (coded to Kyiv).
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-09-24;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 24 September 2024, Ukrainian forces shot down several Russian Shahed-131/136 drones over Kyiv region (coded to Kyiv, Kyiv region).
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-09-25;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 25 September 2024, Ukrainian military forces intercepted Russian kamikaze-drones over Kyiv, Kyiv City. Debris fell within one of settlements in the Kyiv region. There were no casualties.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-09-26;Air/drone strike;514.5;10;High (Negligence Risk);On 26 September 2024, Russian Forces launched 78 Shahed-136/131 drones against targets in Ukraine. Ukrainian Forces intercepted 66 drones, some of them over Kyiv region (coded to Kyiv, Kyiv). The fallen debris of the downed drones damaged apartment buildings, houses and 20 cars. The debris also fell on the territory of a kindergarten. 1 civilian was injured and a child had an acute stress reaction.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-09-28;Air/drone strike;514.5;10;High (Negligence Risk);On 28 September 2024, Russian forces launched a Shahed drone strike at Kyiv region (coded to Kyiv, Kyiv region). Ukrainian air defence forces intercepted the drone, but the falling debris damaged several residential houses and an enterprise. No casualties.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-09-28;Agreement;514.5;1;High (Negligence Risk);On 28 September 2024, Ukrainian and Russian governments reached an agreement on returning 9 children to Ukraine that had been held in Russia (coded to Kyiv, Kyiv region).
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-09-30;Air/drone strike;514.5;10;High (Negligence Risk);On 30 September 2024, Russian Forces launched one Iskander-M ballistic missile, one Kh-59/69 cruise missile, one Kh-31P anti-radar missile and 73 Shahed-136/131 drones against targets in Ukraine. Ukrainian Forces intercepted the Kh-59/69 and 67 drones, some of them over Kyiv region (coded to Kyiv, Kyiv). The fallen debris of the downed drones caused fires. No casualties.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-10-01;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 1 October 2024, Ukrainian Forces intercepted Russian Shahed-136/131 drones near Kyiv, Kyiv. No casualties.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-10-02;Air/drone strike;514.5;10;High (Negligence Risk);On 2 October 2024, Russian air forces carried out drone strikes at Kyiv district of Kyiv region (coded to Kyiv, Kyiv). Casualties unknown.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-10-03;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 3 October 2024, Ukrainian forces shot down Russian Shahed drones above Kyiv Oblast (coded to Kyiv, Kyiv City). 78 drones were shot down above Kyiv, Cherkasy, Vinnytsia, Khmelnytskyi, Kirovgrad, Zhytomyr, Poltava, Chernihiv, Odesa, Kharkiv, Sumy, Dnipropetrovsk, Rivne, and Ivano-Frankivsk Oblasts.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-10-03;Air/drone strike;514.5;10;High (Negligence Risk);On 3 October 2024, debris from Russian drones crashed into five districts of Kyiv, Kyiv City. Casualties unknown.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-10-03;Looting/property destruction;514.5;1;High (Negligence Risk);Property destruction: Around 3 October 2024 (as reported), according to the SBU, three men and a woman with a drug addiction, aged 21 to 34, set fire to two military vehicles and a military van in the city of Kyiv, following commands and promises of money from Russian special services (coded as FSB). The group was quickly arrested.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-10-06;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 6 October 2024, Ukrainian forces shot down Russian drones over Kyiv region (coded to Kyiv).
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-10-07;Air/drone strike;514.5;10;High (Negligence Risk);On 7 October 2024, Russian Forces launched more than 80 drones and missiles, including one Iskander-M ballistic missile, a Kh-59 cruise missile, and another missile of an unknown type, and an unspecified number of strike drones, likely Shaheds-136/131 at targets in Ukraine. Two air-launched K\inzhal missiles were intercepted by Ukrainian Forces in Kyiv region (coded to Kyiv, Kyiv). The fallen debris of the downed missiles damaged residential areas in Kyiv city. No casualties.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-10-08;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 8 October 2024, explosions were heard in Kyiv region (coded to Kyiv, Kyiv) due to Ukrainian Forces intercepting Russian drones. No casualties.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-10-10;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 10 October 2024, Ukrainian forces shot down Russian drones above Kyiv City (coded to Kyiv, Kyiv City.) 41 Russian Shahed drones were shot down above Mykolaiv, Odesa, Kherson, Kyiv, Cherkasy, Sumy, Poltava, Zaporizhia, Donetsk, and Dnipropetrovsk Oblasts.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-10-11;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 11 October 2024, Ukrainian military forces intercepted 29 drones across several locations, some over the Kyiv region (coded to Kyiv, Kyiv City).
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-10-11;Looting/property destruction;514.5;1;High (Negligence Risk);Property destruction: Around 11 October 2024 (as reported), a previously convicted IDP and a 16-year-old student set fire to a relay cabinet in Kyiv region (coded to Kyiv, Kyiv), following commands from Russian security services (coded as FSB). The men were arrested in hot pursuit.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-10-13;Air/drone strike;514.5;10;High (Negligence Risk);On 13 October 2024, Russian air forces launched missiles at Kyiv region (coded to Kyiv). Ukrainian forces shot down Russian drones. Casualties unknown.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-10-15;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 15 October 2024, Russian Forces launched 17 unspecified strike drones (suspected Shahed-136/131 drones) at targets in Ukraine. 12 drones were intercepted by Ukrainian Forces, some of them over Kyiv region (coded to Kyiv, Kyiv) and 4 more attack drone became lost in Ukraine due to Ukrainian electronic warfare countermeasures. No casualties.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-10-16;Air/drone strike;514.5;10;High (Negligence Risk);On 16 October 2024, Russian forces conducted a 'Shahed' drone strike at Kyiv (coded to Kyiv, Kyiv). There were no casualties.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-10-17;Air/drone strike;514.5;10;High (Negligence Risk);On 17 October 2024, debris from a Russian Shahed drone crashed into a farm near Kyiv, Kyiv City and damaged one of the farm's buildings. Casualties unknown.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-10-17;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 17 October 2024, Ukrainian forces shot down Russian drones above Kyiv City Oblast (coded to Kyiv, Kyiv City.) 22 Russian drones were shot down and 27 were disrupted and likely destroyed by EW systems in Sumy, Kyiv, Poltava, Chernihiv, Zhytomyr, Mykolaiv, Cherkasy, Odesa, and Ternopil Oblasts.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-10-18;Agreement;514.5;1;High (Negligence Risk);On 18 October 2024, Russian and Ukrainian governments conduct a prisoners-of-war exchange in 95-for-95 format (coded to Kyiv, Kyiv City). 34 defenders of Mariupol were exchanged.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-10-18;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 18 October 2024, Ukrainian military forces intercepted 80 Russian drones, some over the Kyiv region (coded to Kyiv, Kyiv City).
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-10-20;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 20 October 2024, Ukrainian forces shot down Russian drones over Kyiv region (coded to Kyiv).
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-10-21;Air/drone strike;514.5;10;High (Negligence Risk);On 21 October 2024, Russian forces launched one Iskander-M/North Korean KN-23 ballistic missile, one Kh-35 and one Kh-31P missile, and 116 strike drones (including Shahed-136/131s) drones against the targets in Ukraine. 59 drones were intercepted by Ukrainian Forces, some of them over Kyiv region and 45 drones were 'lost,' possibly due to Ukrainian electronic warfare (EW) countermeasures. The fallen debris of the downed drones and missiles damaged an apartment building, a house, 3 cars and a market in Kyiv, Kyiv. 1 civilian was injured.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-10-22;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 22 October 2024, Russian Forces launched 60 drones, including Shahed-136/131s and other drones of an unspecified type, against the targets in Ukraine. 17 drones were intercepted by Ukrainian Forces, some of them over Kyiv region (coded to Kyiv, Kyiv) and 10 drones were 'lost,' possibly due to Ukrainian electronic warfare (EW) countermeasures. No casualties.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-10-24;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 24 October 2024, Ukrainian forces shot down around 12 Russian drones above Kyiv Oblast (coded to Kyiv, Kyiv.) 40 Russian drones were shot down above Odesa, Mykolaiv, Dnipropetrovsk, Vinnytsia, Zhytomyr, Khmelnytskyi, Cherkasy, Kirovgrad, Kyiv, Poltava, and Chernihiv Oblasts.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-10-24;Air/drone strike;514.5;10;High (Negligence Risk);On 24 October 2024, as a result of the debris from a downed Russian drone, the window glasses were shuttered at the buildings of two enterprises in the Kyiv region (coded to Kyiv city). No casualties.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-10-25;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 25 October 2024, Ukrainian military forces intercepted 15 Russian kamikaze-drones over the Kyiv region (coded to Kyiv, Kyiv City).
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-10-27;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 27 October 2024, Ukrainian forces shot down Russian drones over Kyiv region (coded to Kyiv).
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-10-28;Air/drone strike;514.5;10;High (Negligence Risk);On 28 October 2024, Russian Forces launched 100 drones, including Shahed-136/131s and other unidentified strike drones, against the targets in Ukraine. 66 drones were intercepted by Ukrainian Forces, some of them over Kyiv region (coded to Kyiv, Kyiv) and 24 drones were 'lost,' possibly due to Ukrainian electronic warfare (EW) countermeasures. The fallen debris of the downed drones damaged a house. No casualties.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-10-29;Air/drone strike;514.5;10;High (Negligence Risk);On 29 October 2024, Russian Forces launched 48 drones (including Shahed and unspecified drone models) at targets in Ukraine from Oryol and Kursk regions, Russia. Ukrainian Forces intercepted 26 drones, some of the them over Kyiv city. The fallen debris of the downed drones damaged civilian infrastructure in Kyiv city and injured 5 civilians.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-10-31;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 31 October 2024, Ukrainian forces engaged Russian drones above Kyiv Oblast (coded to Kyiv, Kyiv City). 17 Russian drones were shot down above Cherkasy, Odesa, Kyiv, Kirovohrad, Dnipropetrovsk, Donetsk, and Poltava Oblasts. 23 other drones had undetermined statuses and were potentially misdirected with EW systems.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-11-01;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 1 November 2024, Ukrainian forces shot down 31 Russian drones and 3 Kh-type missiles, some of them over the Kyiv region (coded to Kyiv, Kyiv region). No casualties.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-11-03;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 3 November 2024, Ukrainian forces shot down Russian drones over Kyiv region (coded to Kyiv).
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-11-04;Air/drone strike;514.5;10;High (Negligence Risk);On 4 November 2024, Russian Forces launched 80 strike drones of Shahed and unidentified types at targets in Ukraine. Ukrainian Forces intercepted 50 drones, some of them over Kyiv region. The fallen debris of the downed drones caused fires in Desnyanskyi and Obolonskyi districts of Kyiv city. No casualties.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-11-05;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 5 November 2024, Russian Forces launched 79 strike drones of Shahed and unidentified types at targets in Ukraine. Ukrainian Forces intercepted 48 drones, some of them over Kyiv region (coded to Kyiv, Kyiv) and 30 drones were lost likely due to Ukrainian electronic warfare interference. No casualties.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-11-07;Disrupted weapons use;514.5;1;High (Negligence Risk);Defusal: On 7 November 2024, Ukrainian forces found and defused two Shahed drones that had crashed in Kyiv, Kyiv city wihtout exploding. One was in an empty area and the other on top of a civilian home.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-11-07;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 7 November 2024, Ukrainian forces shot down over 36 Russian drones, including Shahed drones, above Kyiv Oblast (coded to Kyiv, Kyiv City.) 74 Russian drones were destroyed and 25 others were misdirected or lost above Mykolaiv, Kherson, Kyiv, Sumy, Poltava, Kharkiv, Kirovgrad, Zhytomyr, Cherkasy, and Chernihiv Oblasts.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-11-08;Air/drone strike;514.5;10;High (Negligence Risk);On 8 November 2024, at night, Russian forces carried out missile strikes (likely air-launched) at unidentified targets in the Kyiv region (coded to Kyiv city). As a result of the missile strikes, objects of civilian infrastructure were damaged and 4 civilians injured. Also, at night, Ukrainian air defense forces shot down in total 4 Russian 'Kh-59/69' type cruise missiles and 62 attack drones over the multiple locations, some over the Kyiv region (coded to Kyiv city). Also, 23 more Russian drones were lost likely due to Ukrainian EW systems.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-11-08;Agreement;514.5;1;High (Negligence Risk);On 8 November 2024, Ukrainian and Russian governments exchanged bodies of fallen soldiers. 563 bodies of fallen Ukrainian soldiers returned to Ukraine and 37 bodies of Russian soldiers returned to Russia (coded to Kyiv, Kyiv City).
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-11-10;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 10 November 2024, 15 Ukrainian forces shot down Russian drones over Kyiv region (coded to Kyiv).
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-11-11;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 11 November 2024, at night, Ukrainian air defense forces shot down in total 2 Russian 'Kh-59/69' type cruise missiles and 39 attack drones over the multiple locations, some over the Kyiv region (coded to Kyiv city, Kyiv region). Also, 30 Russian drones were lost likely due to Ukrainian EW systems, 3 more Russian drones left the Ukrainian airspace towards Belarus and the temporarily occupied areas. No casualties.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-11-12;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 12 November 2024, Ukrainian forces shot down Russian drones over Kyiv region (coded to Kyiv).
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-11-13;Air/drone strike;514.5;10;High (Negligence Risk);On 13 November 2024, Russian forces launched a drone strike at Kyiv, Kyiv. Casualties unknown.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-11-14;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 14 November 2024, Ukrainian forces engaged Russian drones above Kyiv Oblast (coded to Kyiv, Kyiv City). 21 Russian drones were shot down above Sumy, Poltava, Kharkiv, and Kyiv Oblasts with 38 others being lost, possibly due to electronic warfare interdiction.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-11-15;Remote explosive/landmine/IED;514.5;1;High (Negligence Risk);Around 15 November 2024, according to the Security Service and the National Police, a 17-year-old man planted an explosive device near a building of a state body in city of Kyiv, following Russian commands. Casualties unknown. The man was later arrested in Odesa, along with two other young fellows who were involved in arsons in Odesa and Mykolaiv (coded separately).
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-11-16;Air/drone strike;514.5;10;High (Negligence Risk);On 16 November 2024, Russian forces launched a Shahed drone strike at Kyiv, Kyiv region. Ukrainian air defence forces intercepted the drones, but 2 civilian apartments were damaged. No casualties.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-11-17;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 17 November 2024, Ukrainian forces shot down Russian drones and missiles over Kyiv region (coded to Kyiv).
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-11-18;Disrupted weapons use;514.5;1;High (Negligence Risk);Defusal: On 18 November 2024, State Emergency Service of Ukraine recovered an unexploded Russian drone from the Kyiv Reservoir in Kyiv, Kyiv. The drone was safely destroyed. No casualties.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-11-18;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 18 November 2024, Russian forces launched 11 Shahed drones and strike drones of an unknown type from Kursk Oblast at targets in Ukraine. Ukrainian Forces intercepted 8 drones, some of them over Kyiv region (coded to Kyiv, Kyiv). 3 more drones were 'lost' likely due to Ukrainian electronic warfare (EW) interference. No casualties.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-11-19;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 19 November 2024, Russian Forces launched 87 Shahed and unspecified strike drones at targets in Ukraine. Ukrainian Forces intercepted 51 drones, some of them over Kyiv region (coded to Kyiv, Kyiv). 30 more Russian drones were lost in Ukrainian airspace suspectedly due to Ukrainian electronic warfare (EW) interference. No casualties.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-11-20;Air/drone strike;514.5;10;High (Negligence Risk);On 20 November 2024, Russian forces conducted a drone strike in Kyiv region, resulting in damage to a kindergarten, a school, three administrative buildings, two shops and agricultural machinery (coded to Kyiv, Kyiv). There were no casualties.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-11-22;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 22 November 2024, Ukrainian military forces intercepted 64 Russian kamikaze-drones, some likely over the Kyiv region (coded to Kyiv, Kyiv City).
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-11-24;Air/drone strike;514.5;10;High (Negligence Risk);On 24 November 2024, at night, Russian military forces carried out massive 'Shahed' drone strikes at unspecified targets in the Kyiv region. According to local sources, the drone debris damaged an industrial enterprise in the Kyiv region. Casualties unknown. Also, at night, Ukrainian air defense forces shot down in total 50 attack drones over the multiple locations, some over the Kyiv region (coded to Kyiv city, Kyiv region). Also, 19 Russian drones were lost likely due to Ukrainian EW systems. 4 more Russian attack drones were still on combat operations in the airspace.
