id,category,name,author,type,date,year_incident,place_incident,google_maps_link,circumstances,url
4023,Painting,Autumn Crimea. Etude,Arkhip Kuindzhi,Painting,1898-1908,2022,Kuindzhi Art Museum,"https://maps.google.com/?q=47.09352878628055, 37.550706264184775&ll=47.09352878628055, 37.550706264184775&z=13&hl=en",Illegally taken from the Kuindzhi Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/4023
4048,Painting,Masquerade / Maskarad,Boris Grigoriev,Painting,early XXth century,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/4048
4030,Painting,April Day,Konstantin Shurupov,Painting,1983,2022,Kuindzhi Art Museum,"https://maps.google.com/?q=47.09352878628055, 37.550706264184775&ll=47.09352878628055, 37.550706264184775&z=13&hl=en",Illegally taken from the Kuindzhi Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/4030
4050,Painting,Rural landscape,Gustav Richte,Painting,second half of the XIXth century.,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/4050
3606,Painting,Artist's family / Rodyna khudozhnyka,Kiriak Kostandi,Painting,1901,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/3606
3605,Painting,Makarye village,Arkady Rylov,Painting,,2014,Kuindzhi Art Museum,"https://maps.google.com/?q=47.09352878628055, 37.550706264184775&ll=47.09352878628055, 37.550706264184775&z=13&hl=en","On 10.03.2014, the agreement on the exhibition of russian and Ukrainian Art of the XVIII - XX centuries in the O.I. Kuindzhi Art Museum in Mariupol was prematurely terminated. Paintings of special cultural value were transferred to the Simferopol Art Museum on the territory of the Crimean peninsula.",https://war-sanctions.gur.gov.ua/en/stolen/objects/3605
3610,Painting,The old house,Volodymyr Blahovischenskyi,Painting,,2014,Kuindzhi Art Museum,"https://maps.google.com/?q=47.09352878628055, 37.550706264184775&ll=47.09352878628055, 37.550706264184775&z=13&hl=en","On 10.03.2014, the agreement on the exhibition of russian and Ukrainian Art of the XVIII - XX centuries in the A.I. Kuindzhi Art Museum in Mariupol was prematurely terminated. Paintings of special cultural value were transferred to the Simferopol Art Museum on the territory of the Crimean peninsula.",https://war-sanctions.gur.gov.ua/en/stolen/objects/3610
3609,Painting,Cyril's Church,Vasyl Krychevskyi,Painting,,2014,Kuindzhi Art Museum,"https://maps.google.com/?q=47.09352878628055, 37.550706264184775&ll=47.09352878628055, 37.550706264184775&z=13&hl=en","On 10.03.2014, the agreement on the exhibition of russian and Ukrainian Art of the XVIII - XX centuries in the A.I. Kuindzhi Art Museum in Mariupol was prematurely terminated. Paintings of special cultural value were transferred to the Simferopol Art Museum on the territory of the Crimean peninsula.",https://war-sanctions.gur.gov.ua/en/stolen/objects/3609
3603,Painting,Autumn landscape,Vasyl Polenov,Painting,,2014,Kuindzhi Art Museum,"https://maps.google.com/?q=47.09352878628055, 37.550706264184775&ll=47.09352878628055, 37.550706264184775&z=13&hl=en","On 10.03.2014, the agreement on the exhibition of russian and Ukrainian Art of the XVIII - XX centuries in the A.I. Kuindzhi Art Museum in Mariupol was prematurely terminated. Paintings of special cultural value were transferred to the Simferopol Art Museum on the territory of the Crimean peninsula.",https://war-sanctions.gur.gov.ua/en/stolen/objects/3603
3607,Painting,Portrait of father,Mykhailo Kazas,Painting,,2014,Kuindzhi Art Museum,"https://maps.google.com/?q=47.09352878628055, 37.550706264184775&ll=47.09352878628055, 37.550706264184775&z=13&hl=en","On 10.03.2014, the agreement on the exhibition of russian and Ukrainian Art of the XVIII - XX centuries in the A.I. Kuindzhi Art Museum in Mariupol was prematurely terminated. Paintings of special cultural value were transferred to the Simferopol Art Museum on the territory of the Crimean peninsula.",https://war-sanctions.gur.gov.ua/en/stolen/objects/3607
4022,Painting,Elbrus. Etude,Arkhip Kuindzhi,Painting,1898-1908,2022,Kuindzhi Art Museum,"https://maps.google.com/?q=47.09352878628055, 37.550706264184775&ll=47.09352878628055, 37.550706264184775&z=13&hl=en",Illegally taken from the Kuindzhi Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/4022
3604,Painting,By the mill,Stanislav Zhukovsky,Painting,,2014,Kuindzhi Art Museum,"https://maps.google.com/?q=47.09352878628055, 37.550706264184775&ll=47.09352878628055, 37.550706264184775&z=13&hl=en","On 10.03.2014, the agreement on the exhibition of russian and Ukrainian Art of the XVIII - XX centuries in the A.I. Kuindzhi Art Museum in Mariupol was prematurely terminated. Paintings of special cultural value were transferred to the Simferopol Art Museum on the territory of the Crimean peninsula.",https://war-sanctions.gur.gov.ua/en/stolen/objects/3604
3608,Painting,The widow,Pavel Fedotov,Painting,,2014,Kuindzhi Art Museum,"https://maps.google.com/?q=47.09352878628055, 37.550706264184775&ll=47.09352878628055, 37.550706264184775&z=13&hl=en","On 10.03.2014, the agreement on the exhibition of russian and Ukrainian Art of the XVIII - XX centuries in the A.I. Kuindzhi Art Museum in Mariupol was prematurely terminated. Paintings of special cultural value were transferred to the Simferopol Art Museum on the territory of the Crimean peninsula.",https://war-sanctions.gur.gov.ua/en/stolen/objects/3608
4021,Painting,Red sunset,Arkhip Kuindzhi,Painting,1898-1908,2022,Kuindzhi Art Museum,"https://maps.google.com/?q=47.09352878628055, 37.550706264184775&ll=47.09352878628055, 37.550706264184775&z=13&hl=en",Illegally taken from the Kuindzhi Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/4021
3593,Painting,Autumn landscape,Mykola Samokysh,Painting,,2014,Kuindzhi Art Museum,"https://maps.google.com/?q=47.09352878628055, 37.550706264184775&ll=47.09352878628055, 37.550706264184775&z=13&hl=en","On 10.03.2014, the agreement on the exhibition of russian and Ukrainian Art of the XVIII - XX centuries in the A.I. Kuindzhi Art Museum in Mariupol was prematurely terminated. Paintings of special cultural value were transferred to the Simferopol Art Museum on the territory of the Crimean peninsula.",https://war-sanctions.gur.gov.ua/en/stolen/objects/3593
3596,Painting,No mercy,Pavel Yakovlev,Painting,,2014,Kuindzhi Art Museum,"https://maps.google.com/?q=47.09352878628055, 37.550706264184775&ll=47.09352878628055, 37.550706264184775&z=13&hl=en","On 10.03.2014, the agreement on the exhibition of russian and Ukrainian Art of the XVIII - XX centuries in the A.I. Kuindzhi Art Museum in Mariupol was prematurely terminated. Paintings of special cultural value were transferred to the Simferopol Art Museum on the territory of the Crimean peninsula.",https://war-sanctions.gur.gov.ua/en/stolen/objects/3596
3595,Painting,The sunlit courtyard,Mykola Samokysh,Painting,,2014,Kuindzhi Art Museum,"https://maps.google.com/?q=47.09352878628055, 37.550706264184775&ll=47.09352878628055, 37.550706264184775&z=13&hl=en","On 10.03.2014, the agreement on the exhibition of russian and Ukrainian Art of the XVIII - XX centuries in the A.I. Kuindzhi Art Museum in Mariupol was prematurely terminated. Paintings of special cultural value were transferred to the Simferopol Art Museum on the territory of the Crimean peninsula.",https://war-sanctions.gur.gov.ua/en/stolen/objects/3595
3602,Painting,By the shore. Pskov River,Konstantin Yuon,Painting,,2014,Kuindzhi Art Museum,"https://maps.google.com/?q=47.09352878628055, 37.550706264184775&ll=47.09352878628055, 37.550706264184775&z=13&hl=en","On 10.03.2014, the agreement on the exhibition of russian and Ukrainian Art of the XVIII - XX centuries in the A.I. Kuindzhi Art Museum in Mariupol was prematurely terminated. Paintings of special cultural value were transferred to the Simferopol Art Museum on the territory of the Crimean peninsula.",https://war-sanctions.gur.gov.ua/en/stolen/objects/3602
3598,Painting,Portrait of Gilyarov-Platonov,Oleksii Kolesov,Painting,,2014,Kuindzhi Art Museum,"https://maps.google.com/?q=47.09352878628055, 37.550706264184775&ll=47.09352878628055, 37.550706264184775&z=13&hl=en","On 10.03.2014, the agreement on the exhibition of russian and Ukrainian Art of the XVIII - XX centuries in the A.I. Kuindzhi Art Museum in Mariupol was prematurely terminated. Paintings of special cultural value were transferred to the Simferopol Art Museum on the territory of the Crimean peninsula.",https://war-sanctions.gur.gov.ua/en/stolen/objects/3598
3600,Painting,Landscape (sketch),Vasyl Polenov,Painting,,2014,Kuindzhi Art Museum,"https://maps.google.com/?q=47.09352878628055, 37.550706264184775&ll=47.09352878628055, 37.550706264184775&z=13&hl=en","On 10.03.2014, the agreement on the exhibition of russian and Ukrainian Art of the XVIII - XX centuries in the A.I. Kuindzhi Art Museum in Mariupol was prematurely terminated. Paintings of special cultural value were transferred to the Simferopol Art Museum on the territory of the Crimean peninsula.",https://war-sanctions.gur.gov.ua/en/stolen/objects/3600
3599,Painting,Alupka Palace,Emmanuel Magdessian,Painting,,2014,Kuindzhi Art Museum,"https://maps.google.com/?q=47.09352878628055, 37.550706264184775&ll=47.09352878628055, 37.550706264184775&z=13&hl=en","On 10.03.2014, the agreement on the exhibition of russian and Ukrainian Art of the XVIII - XX centuries in the A.I. Kuindzhi Art Museum in Mariupol was prematurely terminated. Paintings of special cultural value were transferred to the Simferopol Art Museum on the territory of the Crimean peninsula.",https://war-sanctions.gur.gov.ua/en/stolen/objects/3599
3597,Painting,Lodging house,Rudolf Frenz,Painting,,2014,Kuindzhi Art Museum,"https://maps.google.com/?q=47.09352878628055, 37.550706264184775&ll=47.09352878628055, 37.550706264184775&z=13&hl=en","On 10.03.2014, the agreement on the exhibition of russian and Ukrainian Art of the XVIII - XX centuries in the A.I. Kuindzhi Art Museum in Mariupol was prematurely terminated. Paintings of special cultural value were transferred to the Simferopol Art Museum on the territory of the Crimean peninsula.",https://war-sanctions.gur.gov.ua/en/stolen/objects/3597
3601,Painting,Alupka Palace Courtyard,Emmanuel Magdessian,Painting,,2014,Kuindzhi Art Museum,"https://maps.google.com/?q=47.09352878628055, 37.550706264184775&ll=47.09352878628055, 37.550706264184775&z=13&hl=en","On 10.03.2014, the agreement on the exhibition of russian and Ukrainian Art of the XVIII - XX centuries in the A.I. Kuindzhi Art Museum in Mariupol was prematurely terminated. Paintings of special cultural value were transferred to the Simferopol Art Museum on the territory of the Crimean peninsula.",https://war-sanctions.gur.gov.ua/en/stolen/objects/3601
3594,Painting,A road in the forest,Ivan Shishkin,Painting,,2014,Kuindzhi Art Museum,"https://maps.google.com/?q=47.09352878628055, 37.550706264184775&ll=47.09352878628055, 37.550706264184775&z=13&hl=en","On 10.03.2014, the agreement on the exhibition of russian and Ukrainian Art of the XVIII - XX centuries in the A.I. Kuindzhi Art Museum in Mariupol was prematurely terminated. Paintings of special cultural value were transferred to the Simferopol Art Museum on the territory of the Crimean peninsula.",https://war-sanctions.gur.gov.ua/en/stolen/objects/3594
3583,Painting,Visit to the hospital,Volodymyr Makovsky,Painting,1877,2014,Kuindzhi Art Museum,"https://maps.google.com/?q=47.09352878628055, 37.550706264184775&ll=47.09352878628055, 37.550706264184775&z=13&hl=en","10.03.2014 the contract for the exhibition ""Russian and Ukrainian Art of the XVIII-XX centuries"" in the A.I. Kuindzhi Art Museum in Mariupol was prematurely terminated. The paintings of special cultural value were transferred to the Simferopol Art Museum on the territory of the Crimean peninsula.",https://war-sanctions.gur.gov.ua/en/stolen/objects/3583
3588,Painting,Traffic junction,Stanislav Zhukovsky,Painting,,2014,Kuindzhi Art Museum,"https://maps.google.com/?q=47.09352878628055, 37.550706264184775&ll=47.09352878628055, 37.550706264184775&z=13&hl=en","On 10.03.2014, the agreement on the exhibition of russian and Ukrainian Art of the XVIII - XX centuries in the A.I. Kuindzhi Art Museum in Mariupol was prematurely terminated. Paintings of special cultural value were transferred to the Simferopol Art Museum on the territory of the Crimean peninsula.",https://war-sanctions.gur.gov.ua/en/stolen/objects/3588
3582,Painting,The mosque in Tiberias,Jan Cionglinski,Painting,,2014,Kuindzhi Art Museum,"https://maps.google.com/?q=47.09352878628055, 37.550706264184775&ll=47.09352878628055, 37.550706264184775&z=13&hl=en","On 10.03.2014, the agreement on the exhibition of russian and Ukrainian Art of the XVIII - XX centuries in the A.I. Kuindzhi Art Museum in Mariupol was prematurely terminated. Paintings of special cultural value were transferred to the Simferopol Art Museum on the territory of the Crimean peninsula.",https://war-sanctions.gur.gov.ua/en/stolen/objects/3582
3586,Painting,On a trotter,Mykola Samokysh,Painting,,2014,Kuindzhi Art Museum,"https://maps.google.com/?q=47.09352878628055, 37.550706264184775&ll=47.09352878628055, 37.550706264184775&z=13&hl=en","On 10.03.2014, the agreement on the exhibition of russian and Ukrainian Art of the XVIII - XX centuries in the A.I. Kuindzhi Art Museum in Mariupol was prematurely terminated. Paintings of special cultural value were transferred to the Simferopol Art Museum on the territory of the Crimean peninsula.",https://war-sanctions.gur.gov.ua/en/stolen/objects/3586
3591,Painting,Old Kremlin,Volodymyr Blahovischenskyi,Painting,,2014,Kuindzhi Art Museum,"https://maps.google.com/?q=47.09352878628055, 37.550706264184775&ll=47.09352878628055, 37.550706264184775&z=13&hl=en","On 10.03.2014, the agreement on the exhibition of russian and Ukrainian Art of the XVIII - XX centuries in the A.I. Kuindzhi Art Museum in Mariupol was prematurely terminated. Paintings of special cultural value were transferred to the Simferopol Art Museum on the territory of the Crimean peninsula.",https://war-sanctions.gur.gov.ua/en/stolen/objects/3591
3590,Painting,Rider in the woods,Mykola Sverchkov,Painting,,2014,Kuindzhi Art Museum,"https://maps.google.com/?q=47.09352878628055, 37.550706264184775&ll=47.09352878628055, 37.550706264184775&z=13&hl=en","On 10.03.2014, the agreement on the exhibition of russian and Ukrainian Art of the XVIII - XX centuries in the A.I. Kuindzhi Art Museum in Mariupol was prematurely terminated. Paintings of special cultural value were transferred to the Simferopol Art Museum on the territory of the Crimean peninsula.",https://war-sanctions.gur.gov.ua/en/stolen/objects/3590
3587,Painting,Portrait of a boy,Yosyp Braz,Painting,,2014,Kuindzhi Art Museum,"https://maps.google.com/?q=47.09352878628055, 37.550706264184775&ll=47.09352878628055, 37.550706264184775&z=13&hl=en","On 10.03.2014, the agreement on the exhibition of russian and Ukrainian Art of the XVIII - XX centuries in the A.I. Kuindzhi Art Museum in Mariupol was prematurely terminated. Paintings of special cultural value were transferred to the Simferopol Art Museum on the territory of the Crimean peninsula.",https://war-sanctions.gur.gov.ua/en/stolen/objects/3587
3585,Painting,Peterburgskaya Konka,Mykola Samokysh,Painting,,2014,Kuindzhi Art Museum,"https://maps.google.com/?q=47.09352878628055, 37.550706264184775&ll=47.09352878628055, 37.550706264184775&z=13&hl=en","On 10.03.2014, the agreement on the exhibition of russian and Ukrainian Art of the XVIII - XX centuries in the A.I. Kuindzhi Art Museum in Mariupol was prematurely terminated. Paintings of special cultural value were transferred to the Simferopol Art Museum on the territory of the Crimean peninsula.",https://war-sanctions.gur.gov.ua/en/stolen/objects/3585
3584,Painting,Shepherds,Serhii Vynohradov,Painting,,2014,Kuindzhi Art Museum,"https://maps.google.com/?q=47.09352878628055, 37.550706264184775&ll=47.09352878628055, 37.550706264184775&z=13&hl=en","On 10.03.2014, the agreement on the exhibition of russian and Ukrainian Art of the XVIII - XX centuries in the O.I. Kuindzhi Art Museum in Mariupol was prematurely terminated. Paintings of special cultural value were transferred to the Simferopol Art Museum on the territory of the Crimean peninsula.",https://war-sanctions.gur.gov.ua/en/stolen/objects/3584
3592,Painting,Tomilov's portrait,Smyrnov,Painting,,2014,Kuindzhi Art Museum,"https://maps.google.com/?q=47.09352878628055, 37.550706264184775&ll=47.09352878628055, 37.550706264184775&z=13&hl=en","On 10.03.2014, the agreement on the exhibition of russian and Ukrainian Art of the XVIII - XX centuries in the A.I. Kuindzhi Art Museum in Mariupol was prematurely terminated. Paintings of special cultural value were transferred to the Simferopol Art Museum on the territory of the Crimean peninsula.",https://war-sanctions.gur.gov.ua/en/stolen/objects/3592
3210,Painting,Last,Vasyl Perevalskyi,Painting,1972,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/3210
3209,Painting,Third Semester. Student Summer,Liya Alfovna Bumane,Painting,1975,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/3209
3208,Painting,Autumn (Study) / Osin (etud),Kiriak Kostandi,Painting,1975,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/3208
3211,Painting,White tablecloth / Bila skatertyna,Kiriak Kostandi,Painting,1890s,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/3211
3580,Painting,Moonlit night,Ivan Aivazovsky,Painting,,2014,Kuindzhi Art Museum,"https://maps.google.com/?q=47.09352878628055, 37.550706264184775&ll=47.09352878628055, 37.550706264184775&z=13&hl=en","On 10.03.2014, the agreement on the exhibition of russian and Ukrainian Art of the XVIII - XX centuries in the A.I. Kuindzhi Art Museum in Mariupol was prematurely terminated. Paintings of special cultural value were transferred to the Simferopol Art Museum on the territory of the Crimean peninsula.",https://war-sanctions.gur.gov.ua/en/stolen/objects/3580
3213,Painting,Evening in Toledo / Vecнir v toledo,Tetyana Yablonska,Painting,1980,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/3213
3581,Painting,Swamp (Etude),Isaac Levitan,Painting,1898,2014,Kuindzhi Art Museum,"https://maps.google.com/?q=47.09352878628055, 37.550706264184775&ll=47.09352878628055, 37.550706264184775&z=13&hl=en","On 10.03.2014, the agreement on the exhibition of russian and Ukrainian Art of the XVIII - XX centuries in the A.I. Kuindzhi Art Museum in Mariupol was prematurely terminated. Paintings of special cultural value were transferred to the Simferopol Art Museum on the territory of the Crimean peninsula.",https://war-sanctions.gur.gov.ua/en/stolen/objects/3581
3206,Painting,Fishing / Rybalka,Kiriak Kostandi,Painting,XX century AD,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/3206
3207,Painting,Blue cloud (study for the painting of the same name) / Synia khmara (etud do odnoimennoi kartyny),Kiriak Kostandi,Painting,1906,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/3207
3214,Painting,Blooming apple trees / Kvituchi yabluni,Kiriak Kostandi,Painting,1896,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/3214
3191,Painting,Dalna Zelentsi Bay,George Chernyavskyi,Painting,1970,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/3191
3205,Painting,Sacrifice of Abraham / Zhertvoprynesennia Avraama,Unknown artist,Painting,XVII century AD,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/3205
3203,Painting,"Leader. From the series ""hero and monument""",Yuriy Charyshnikov,Painting,1988,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/3203
3202,Painting,"The third wing. From the series ""hero and monument""",Yuriy Charyshnikov,Painting,1988,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/3202
3200,Painting,Seven-verst steps / Semyverstnymy krokamy,Karlis Dobrais,Painting,1973,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/3200
3194,Painting,Lenin with peasants,Tsiplakov Victor Grigorevich,Painting,1969,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/3194
3197,Painting,Landscape. Chickens / Peyzazh kury,Leonard Turzhanskyi,Painting,1920,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/3197
3195,Painting,Winter sun,Pavlo Horobets,Painting,1963,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/3195
3201,Painting,Autumn leaves / Osinnie lystia,Lavinia Bazhbeuk-Melikyan,Painting,XX century AD,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/3201
3192,Painting,Autumn flowers,Georgy Kurnakov,Painting,1966,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/3192
3181,Painting,Young Woman,Oleksii Shovkunenko,Painting,1938,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/3181
3186,Painting,Still life with a samovar,Vasyl Chornyi,Painting,1980,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/3186
3185,Painting,Ihorok,Ernest Kotkov,Painting,1962,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/3185
3183,Painting,"Target. From the series ""Aggression""",Evgeny Jolos-Solovyov,Painting,1973,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/3183
3187,Painting,"Headquarters of the ""Komsomolska Pravda"" campaign train / Shtab ahitpoizdu ""komsomolska pravda""",Hedreus Kazimerenas,Painting,1980,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/3187
3180,Painting,"Napalm. From the series ""Aggression""",Evgeny Jolos-Solovyov,Painting,1973,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/3180
3188,Painting,"""Grass of desire"" panel",Lyudmila Petrova,Painting,1978,,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/3188
3182,Painting,"Victims. From the series ""Aggression""",Evgeny Jolos-Solovyov,Painting,1973,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/3182
3184,Painting,Children near the window,Louis Toussaint,Painting,1861,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/3184
3189,Painting,Sedniv,Vladlen Vaganov,Painting,1976,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/3189
