id,url,category,name,author,type,cration_date,original_name,circumstances,year_incident,place_incident,latitude,longitude,country,museum_origin,description,links,year_clean,period,has_coordinates,has_author
4673,https://war-sanctions.gur.gov.ua/en/stolen/objects/4673,Painting,"The Rocks. The series ""Ankara retreated"" / Skeli. Seriia ""Anhara vidstupyla""",Viktor Popkov,Painting,1961,,"Place of the incident: The Oleksii Shovkunenko Kherson Regional Art Museum Coordinates (Lat, Lon): 46.62979067231111, 32.609546919505945 Place of last known stay: Links https://ngl.media/2024/08/28/spetsialna-kulturna-operatsiya/?fbclid=IwY2xjawGqyBFleHRuA2FlbQIxMAABHe1_ufkEgAdSCsW0k1f84nJcITYe33pDsLXwR07nwmaFxmhHcpG-Ig9YbA_aem__oS_9KTVMyCRhMuFlOlwxQ Archive links https://archive.ph/2024.11.06-074654/https://ngl.media/2024/10/31/zminenyj-stan-svidomosti/",,The Oleksii Shovkunenko Kherson Regional Art Museum,,,,,"The Rocks. The series ""Ankara retreated"" / Skeli. Seriia ""Anhara vidstupyla""","https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en; https://www.facebook.com/DefenceIntelligenceofUkraine",,Unknown,False,True
4675,https://war-sanctions.gur.gov.ua/en/stolen/objects/4675,Painting,Sleep / Son,Yukhym Kerzhner,Painting,1980,,"2022 Place of the incident: The Oleksii Shovkunenko Kherson Regional Art Museum Coordinates (Lat, Lon): 46.62979067231111, 32.609546919505945 Place of last known stay: Links https://ngl.media/2024/08/28/spetsialna-kulturna-operatsiya/?fbclid=IwY2xjawGqyBFleHRuA2FlbQIxMAABHe1_ufkEgAdSCsW0k1f84nJcITYe33pDsLXwR07nwmaFxmhHcpG-Ig9YbA_aem__oS_9KTVMyCRhMuFlOlwxQ Archive links https://archive.ph/2024.11.06-074654/https://ngl.media/2024/10/31/zminenyj-stan-svidomosti/",2022,The Oleksii Shovkunenko Kherson Regional Art Museum,,,,,On the back on canvas or on a stretcher,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en; https://www.facebook.com/DefenceIntelligenceofUkraine",2022,2022+ (Full-scale invasion),False,True
4671,https://war-sanctions.gur.gov.ua/en/stolen/objects/4671,Painting,African still life / Аfrykanskyi natiurmort,Nina Gan,Painting,1972,,"2022 Place of the incident: The Oleksii Shovkunenko Kherson Regional Art Museum Coordinates (Lat, Lon): 46.62979067231111, 32.609546919505945 Place of last known stay: Links https://ngl.media/2024/08/28/spetsialna-kulturna-operatsiya/?fbclid=IwY2xjawGqyBFleHRuA2FlbQIxMAABHe1_ufkEgAdSCsW0k1f84nJcITYe33pDsLXwR07nwmaFxmhHcpG-Ig9YbA_aem__oS_9KTVMyCRhMuFlOlwxQ Archive links https://archive.ph/2024.11.06-074654/https://ngl.media/2024/10/31/zminenyj-stan-svidomosti/",2022,The Oleksii Shovkunenko Kherson Regional Art Museum,,,,,African still life / Аfrykanskyi natiurmort,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en; https://www.facebook.com/DefenceIntelligenceofUkraine",2022,2022+ (Full-scale invasion),False,True
4661,https://war-sanctions.gur.gov.ua/en/stolen/objects/4661,Painting,Blue peonies / Blakytni pivonii,Hryhorii Bonia,Painting,1978,,"2022 Place of the incident: The Oleksii Shovkunenko Kherson Regional Art Museum Coordinates (Lat, Lon): 46.62979067231111, 32.609546919505945 Place of last known stay: Links https://ngl.media/2024/08/28/spetsialna-kulturna-operatsiya/?fbclid=IwY2xjawGqyBFleHRuA2FlbQIxMAABHe1_ufkEgAdSCsW0k1f84nJcITYe33pDsLXwR07nwmaFxmhHcpG-Ig9YbA_aem__oS_9KTVMyCRhMuFlOlwxQ Archive links https://archive.ph/2024.11.06-074654/https://ngl.media/2024/10/31/zminenyj-stan-svidomosti/",2022,The Oleksii Shovkunenko Kherson Regional Art Museum,,,,,Blue peonies / Blakytni pivonii,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en; https://www.facebook.com/DefenceIntelligenceofUkraine",2022,2022+ (Full-scale invasion),False,True
4655,https://war-sanctions.gur.gov.ua/en/stolen/objects/4655,Painting,View from the window of the artist's studio / Vyd z vikna maisterni khudozhnyka,Oleksiy Shovkunenko,Painting,1960,,"2022 Place of the incident: The Oleksii Shovkunenko Kherson Regional Art Museum Coordinates (Lat, Lon): 46.62979067231111, 32.609546919505945 Place of last known stay: Links https://ngl.media/2024/08/28/spetsialna-kulturna-operatsiya/?fbclid=IwY2xjawGqyBFleHRuA2FlbQIxMAABHe1_ufkEgAdSCsW0k1f84nJcITYe33pDsLXwR07nwmaFxmhHcpG-Ig9YbA_aem__oS_9KTVMyCRhMuFlOlwxQ Archive links https://archive.ph/2024.11.06-074654/https://ngl.media/2024/10/31/zminenyj-stan-svidomosti/",2022,The Oleksii Shovkunenko Kherson Regional Art Museum,,,,,View from the window of the artist's studio / Vyd z vikna maisterni khudozhnyka,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en; https://www.facebook.com/DefenceIntelligenceofUkraine",2022,2022+ (Full-scale invasion),False,True
4660,https://war-sanctions.gur.gov.ua/en/stolen/objects/4660,Painting,Vineyards in autumn / Vynohradnyky voseny,Valentin Polyakov,Painting,1964,,"Place of the incident: The Oleksii Shovkunenko Kherson Regional Art Museum Coordinates (Lat, Lon): 46.62979067231111, 32.609546919505945 Place of last known stay: Links https://ngl.media/2024/08/28/spetsialna-kulturna-operatsiya/?fbclid=IwY2xjawGqyBFleHRuA2FlbQIxMAABHe1_ufkEgAdSCsW0k1f84nJcITYe33pDsLXwR07nwmaFxmhHcpG-Ig9YbA_aem__oS_9KTVMyCRhMuFlOlwxQ Archive links https://archive.ph/2024.11.06-074654/https://ngl.media/2024/10/31/zminenyj-stan-svidomosti/",,The Oleksii Shovkunenko Kherson Regional Art Museum,,,,,Vineyards in autumn / Vynohradnyky voseny,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en; https://www.facebook.com/DefenceIntelligenceofUkraine",,Unknown,False,True
4664,https://war-sanctions.gur.gov.ua/en/stolen/objects/4664,Painting,In Kyiv Park / V Kyivskomu parku,Hryhorii Vasetskyi,Painting,ХХ century,,"2022 Place of the incident: The Oleksii Shovkunenko Kherson Regional Art Museum Coordinates (Lat, Lon): 46.62979067231111, 32.609546919505945 Place of last known stay: Links https://ngl.media/2024/08/28/spetsialna-kulturna-operatsiya/?fbclid=IwY2xjawGqyBFleHRuA2FlbQIxMAABHe1_ufkEgAdSCsW0k1f84nJcITYe33pDsLXwR07nwmaFxmhHcpG-Ig9YbA_aem__oS_9KTVMyCRhMuFlOlwxQ Archive links https://archive.ph/2024.11.06-074654/https://ngl.media/2024/10/31/zminenyj-stan-svidomosti/",2022,The Oleksii Shovkunenko Kherson Regional Art Museum,,,,,In Kyiv Park / V Kyivskomu parku,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en; https://www.facebook.com/DefenceIntelligenceofUkraine",2022,2022+ (Full-scale invasion),False,True
4658,https://war-sanctions.gur.gov.ua/en/stolen/objects/4658,Painting,Builders / Budivelnyky,Lev Werkman,Painting,1975,,"Place of the incident: The Oleksii Shovkunenko Kherson Regional Art Museum Coordinates (Lat, Lon): 46.62979067231111, 32.609546919505945 Place of last known stay: Links https://ngl.media/2024/08/28/spetsialna-kulturna-operatsiya/?fbclid=IwY2xjawGqyBFleHRuA2FlbQIxMAABHe1_ufkEgAdSCsW0k1f84nJcITYe33pDsLXwR07nwmaFxmhHcpG-Ig9YbA_aem__oS_9KTVMyCRhMuFlOlwxQ Archive links https://archive.ph/2024.11.06-074654/https://ngl.media/2024/10/31/zminenyj-stan-svidomosti/",,The Oleksii Shovkunenko Kherson Regional Art Museum,,,,,On the back on canvas or on a stretcher,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en; https://www.facebook.com/DefenceIntelligenceofUkraine",,Unknown,False,True
4663,https://war-sanctions.gur.gov.ua/en/stolen/objects/4663,Painting,Still life with a blue rag / Nayiurmort z synoiu hanchirkoiu,Valentin Polyakov,Painting,XX century AD,,"Place of the incident: The Oleksii Shovkunenko Kherson Regional Art Museum Coordinates (Lat, Lon): 46.62979067231111, 32.609546919505945 Place of last known stay: Links https://ngl.media/2024/08/28/spetsialna-kulturna-operatsiya/?fbclid=IwY2xjawGqyBFleHRuA2FlbQIxMAABHe1_ufkEgAdSCsW0k1f84nJcITYe33pDsLXwR07nwmaFxmhHcpG-Ig9YbA_aem__oS_9KTVMyCRhMuFlOlwxQ Archive links https://archive.ph/2024.11.06-074654/https://ngl.media/2024/10/31/zminenyj-stan-svidomosti/",,The Oleksii Shovkunenko Kherson Regional Art Museum,,,,,Still life with a blue rag / Nayiurmort z synoiu hanchirkoiu,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en; https://www.facebook.com/DefenceIntelligenceofUkraine",,Unknown,False,True
4657,https://war-sanctions.gur.gov.ua/en/stolen/objects/4657,Painting,Excellent / Vidminnyk,Yehor Tolkunov,Painting,1975,,"Place of the incident: The Oleksii Shovkunenko Kherson Regional Art Museum Coordinates (Lat, Lon): 46.62979067231111, 32.609546919505945 Place of last known stay: Links https://ngl.media/2024/08/28/spetsialna-kulturna-operatsiya/?fbclid=IwY2xjawGqyBFleHRuA2FlbQIxMAABHe1_ufkEgAdSCsW0k1f84nJcITYe33pDsLXwR07nwmaFxmhHcpG-Ig9YbA_aem__oS_9KTVMyCRhMuFlOlwxQ Archive links https://archive.ph/2024.11.06-074654/https://ngl.media/2024/10/31/zminenyj-stan-svidomosti/",,The Oleksii Shovkunenko Kherson Regional Art Museum,,,,,On the back on canvas or on a stretcher,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en; https://www.facebook.com/DefenceIntelligenceofUkraine",,Unknown,False,True
4656,https://war-sanctions.gur.gov.ua/en/stolen/objects/4656,Painting,Autumn. Blue water / Osin. Synia voda,Oleksiy Shovkunenko,Painting,1954,,"2022 Place of the incident: The Oleksii Shovkunenko Kherson Regional Art Museum Coordinates (Lat, Lon): 46.62979067231111, 32.609546919505945 Place of last known stay: Links https://ngl.media/2024/08/28/spetsialna-kulturna-operatsiya/?fbclid=IwY2xjawGqyBFleHRuA2FlbQIxMAABHe1_ufkEgAdSCsW0k1f84nJcITYe33pDsLXwR07nwmaFxmhHcpG-Ig9YbA_aem__oS_9KTVMyCRhMuFlOlwxQ Archive links https://archive.ph/2024.11.06-074654/https://ngl.media/2024/10/31/zminenyj-stan-svidomosti/",2022,The Oleksii Shovkunenko Kherson Regional Art Museum,,,,,Autumn. Blue water / Osin. Synia voda,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en; https://www.facebook.com/DefenceIntelligenceofUkraine",2022,2022+ (Full-scale invasion),False,True
4659,https://war-sanctions.gur.gov.ua/en/stolen/objects/4659,Painting,In a village house / U silskii khati,Yevdokiya Boldyrieva,Painting,1969,,"2022 Place of the incident: The Oleksii Shovkunenko Kherson Regional Art Museum Coordinates (Lat, Lon): 46.62979067231111, 32.609546919505945 Place of last known stay: Links https://ngl.media/2024/08/28/spetsialna-kulturna-operatsiya/?fbclid=IwY2xjawGqyBFleHRuA2FlbQIxMAABHe1_ufkEgAdSCsW0k1f84nJcITYe33pDsLXwR07nwmaFxmhHcpG-Ig9YbA_aem__oS_9KTVMyCRhMuFlOlwxQ Archive links https://archive.ph/2024.11.06-074654/https://ngl.media/2024/10/31/zminenyj-stan-svidomosti/",2022,The Oleksii Shovkunenko Kherson Regional Art Museum,,,,,In a village house / U silskii khati,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en; https://www.facebook.com/DefenceIntelligenceofUkraine",2022,2022+ (Full-scale invasion),False,True
4662,https://war-sanctions.gur.gov.ua/en/stolen/objects/4662,Painting,Ossovy village / Selo Ossovy,Ivan Sorokin,Painting,XX century AD,,"Place of the incident: The Oleksii Shovkunenko Kherson Regional Art Museum Coordinates (Lat, Lon): 46.62979067231111, 32.609546919505945 Place of last known stay: Links https://ngl.media/2024/08/28/spetsialna-kulturna-operatsiya/?fbclid=IwY2xjawGqyBFleHRuA2FlbQIxMAABHe1_ufkEgAdSCsW0k1f84nJcITYe33pDsLXwR07nwmaFxmhHcpG-Ig9YbA_aem__oS_9KTVMyCRhMuFlOlwxQ Archive links https://archive.ph/2024.11.06-074654/https://ngl.media/2024/10/31/zminenyj-stan-svidomosti/",,The Oleksii Shovkunenko Kherson Regional Art Museum,,,,,On the back on canvas or on a stretcher,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en; https://www.facebook.com/DefenceIntelligenceofUkraine",,Unknown,False,True
4634,https://war-sanctions.gur.gov.ua/en/stolen/objects/4634,Painting,Nanny with a child / Niania z dytynoiu,Afanasiy Rokachevsky,Painting,ХІХ century,,"2022 Place of the incident: The Oleksii Shovkunenko Kherson Regional Art Museum Coordinates (Lat, Lon): 46.62979067231111, 32.609546919505945 Place of last known stay: Links https://ngl.media/2024/08/28/spetsialna-kulturna-operatsiya/?fbclid=IwY2xjawGqyBFleHRuA2FlbQIxMAABHe1_ufkEgAdSCsW0k1f84nJcITYe33pDsLXwR07nwmaFxmhHcpG-Ig9YbA_aem__oS_9KTVMyCRhMuFlOlwxQ Archive links https://archive.ph/2024.11.06-074654/https://ngl.media/2024/10/31/zminenyj-stan-svidomosti/",2022,The Oleksii Shovkunenko Kherson Regional Art Museum,,,,,Nanny with a child / Niania z dytynoiu,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en; https://www.facebook.com/DefenceIntelligenceofUkraine",2022,2022+ (Full-scale invasion),False,True
4627,https://war-sanctions.gur.gov.ua/en/stolen/objects/4627,Painting,Embankment in winter / Naberezhna vzymku,Anatoly Lebedev - Shuisky,Painting,ХХ century,,"2022 Place of the incident: The Oleksii Shovkunenko Kherson Regional Art Museum Coordinates (Lat, Lon): 46.62979067231111, 32.609546919505945 Place of last known stay: Links https://ngl.media/2024/08/28/spetsialna-kulturna-operatsiya/?fbclid=IwY2xjawGqyBFleHRuA2FlbQIxMAABHe1_ufkEgAdSCsW0k1f84nJcITYe33pDsLXwR07nwmaFxmhHcpG-Ig9YbA_aem__oS_9KTVMyCRhMuFlOlwxQ Archive links https://archive.ph/2024.11.06-074654/https://ngl.media/2024/10/31/zminenyj-stan-svidomosti/",2022,The Oleksii Shovkunenko Kherson Regional Art Museum,,,,,Embankment in winter / Naberezhna vzymku,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en; https://www.facebook.com/DefenceIntelligenceofUkraine",2022,2022+ (Full-scale invasion),False,True
4630,https://war-sanctions.gur.gov.ua/en/stolen/objects/4630,Painting,Rainbow / Veselka,Oleksandr Deyneka,Painting,ХХ,,"2022 Place of the incident: The Oleksii Shovkunenko Kherson Regional Art Museum Coordinates (Lat, Lon): 46.62979067231111, 32.609546919505945 Place of last known stay: Links https://ngl.media/2024/08/28/spetsialna-kulturna-operatsiya/?fbclid=IwY2xjawGqyBFleHRuA2FlbQIxMAABHe1_ufkEgAdSCsW0k1f84nJcITYe33pDsLXwR07nwmaFxmhHcpG-Ig9YbA_aem__oS_9KTVMyCRhMuFlOlwxQ Archive links https://archive.ph/2024.11.06-074654/https://ngl.media/2024/10/31/zminenyj-stan-svidomosti/",2022,The Oleksii Shovkunenko Kherson Regional Art Museum,,,,,On the back on canvas or on a stretcher,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en; https://www.facebook.com/DefenceIntelligenceofUkraine",2022,2022+ (Full-scale invasion),False,True
4637,https://war-sanctions.gur.gov.ua/en/stolen/objects/4637,Painting,Bouquet of mimosa / Buket mimozy,David Sterenberg,Painting,XX century,,"2022 Place of the incident: The Oleksii Shovkunenko Kherson Regional Art Museum Coordinates (Lat, Lon): 46.62979067231111, 32.609546919505945 Place of last known stay: Links https://ngl.media/2024/08/28/spetsialna-kulturna-operatsiya/?fbclid=IwY2xjawGqyBFleHRuA2FlbQIxMAABHe1_ufkEgAdSCsW0k1f84nJcITYe33pDsLXwR07nwmaFxmhHcpG-Ig9YbA_aem__oS_9KTVMyCRhMuFlOlwxQ Archive links https://archive.ph/2024.11.06-074654/https://ngl.media/2024/10/31/zminenyj-stan-svidomosti/",2022,The Oleksii Shovkunenko Kherson Regional Art Museum,,,,,Bouquet of mimosa / Buket mimozy,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en; https://www.facebook.com/DefenceIntelligenceofUkraine",2022,2022+ (Full-scale invasion),False,True
4632,https://war-sanctions.gur.gov.ua/en/stolen/objects/4632,Painting,Sretenka,Alexander Rubinin,Painting,ХХ,,"2022 Place of the incident: The Oleksii Shovkunenko Kherson Regional Art Museum Coordinates (Lat, Lon): 46.62979067231111, 32.609546919505945 Place of last known stay: Links https://ngl.media/2024/08/28/spetsialna-kulturna-operatsiya/?fbclid=IwY2xjawGqyBFleHRuA2FlbQIxMAABHe1_ufkEgAdSCsW0k1f84nJcITYe33pDsLXwR07nwmaFxmhHcpG-Ig9YbA_aem__oS_9KTVMyCRhMuFlOlwxQ Archive links https://archive.ph/2024.11.06-074654/https://ngl.media/2024/10/31/zminenyj-stan-svidomosti/",2022,The Oleksii Shovkunenko Kherson Regional Art Museum,,,,,On the back on canvas or on a stretcher,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en; https://www.facebook.com/DefenceIntelligenceofUkraine",2022,2022+ (Full-scale invasion),False,True
4651,https://war-sanctions.gur.gov.ua/en/stolen/objects/4651,Painting,Winter / Zymka,Oleksiy Shovkunenko,Painting,1956,,"2022 Place of the incident: The Oleksii Shovkunenko Kherson Regional Art Museum Coordinates (Lat, Lon): 46.62979067231111, 32.609546919505945 Place of last known stay: Links https://ngl.media/2024/08/28/spetsialna-kulturna-operatsiya/?fbclid=IwY2xjawGqyBFleHRuA2FlbQIxMAABHe1_ufkEgAdSCsW0k1f84nJcITYe33pDsLXwR07nwmaFxmhHcpG-Ig9YbA_aem__oS_9KTVMyCRhMuFlOlwxQ Archive links https://archive.ph/2024.11.06-074654/https://ngl.media/2024/10/31/zminenyj-stan-svidomosti/",2022,The Oleksii Shovkunenko Kherson Regional Art Museum,,,,,On the back on the canvas or on the stretcher,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en; https://www.facebook.com/DefenceIntelligenceofUkraine",2022,2022+ (Full-scale invasion),False,True
4633,https://war-sanctions.gur.gov.ua/en/stolen/objects/4633,Painting,Still life with notes / Natiurmort z notamy,Anatoly Lebedev - Shuisky,Painting,ХХ century,,"2022 Place of the incident: The Oleksii Shovkunenko Kherson Regional Art Museum Coordinates (Lat, Lon): 46.62979067231111, 32.609546919505945 Place of last known stay: Links https://ngl.media/2024/08/28/spetsialna-kulturna-operatsiya/?fbclid=IwY2xjawGqyBFleHRuA2FlbQIxMAABHe1_ufkEgAdSCsW0k1f84nJcITYe33pDsLXwR07nwmaFxmhHcpG-Ig9YbA_aem__oS_9KTVMyCRhMuFlOlwxQ Archive links https://archive.ph/2024.11.06-074654/https://ngl.media/2024/10/31/zminenyj-stan-svidomosti/",2022,The Oleksii Shovkunenko Kherson Regional Art Museum,,,,,Still life with notes / Natiurmort z notamy,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en; https://www.facebook.com/DefenceIntelligenceofUkraine",2022,2022+ (Full-scale invasion),False,True
4635,https://war-sanctions.gur.gov.ua/en/stolen/objects/4635,Painting,Ponesly,Vasiliy Svarog,Painting,1920,,"2022 Place of the incident: The Oleksii Shovkunenko Kherson Regional Art Museum Coordinates (Lat, Lon): 46.62979067231111, 32.609546919505945 Place of last known stay: Links https://ngl.media/2024/08/28/spetsialna-kulturna-operatsiya/?fbclid=IwY2xjawGqyBFleHRuA2FlbQIxMAABHe1_ufkEgAdSCsW0k1f84nJcITYe33pDsLXwR07nwmaFxmhHcpG-Ig9YbA_aem__oS_9KTVMyCRhMuFlOlwxQ Archive links https://archive.ph/2024.11.06-074654/https://ngl.media/2024/10/31/zminenyj-stan-svidomosti/",2022,The Oleksii Shovkunenko Kherson Regional Art Museum,,,,,On the back on canvas or on a stretcher,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en; https://www.facebook.com/DefenceIntelligenceofUkraine",2022,2022+ (Full-scale invasion),False,True
4623,https://war-sanctions.gur.gov.ua/en/stolen/objects/4623,Painting,Still life with a chessboard / Natiurmort z shakhovym polem,Vladislav Khoroshailo,Painting,1979,,"2022 Place of the incident: The Oleksii Shovkunenko Kherson Regional Art Museum Coordinates (Lat, Lon): 46.62979067231111, 32.609546919505945 Place of last known stay: Links https://ngl.media/2024/08/28/spetsialna-kulturna-operatsiya/?fbclid=IwY2xjawGqyBFleHRuA2FlbQIxMAABHe1_ufkEgAdSCsW0k1f84nJcITYe33pDsLXwR07nwmaFxmhHcpG-Ig9YbA_aem__oS_9KTVMyCRhMuFlOlwxQ Archive links https://archive.ph/2024.11.06-074654/https://ngl.media/2024/10/31/zminenyj-stan-svidomosti/",2022,The Oleksii Shovkunenko Kherson Regional Art Museum,,,,,Still life with a chessboard / Natiurmort z shakhovym polem,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en; https://www.facebook.com/DefenceIntelligenceofUkraine",2022,2022+ (Full-scale invasion),False,True
4604,https://war-sanctions.gur.gov.ua/en/stolen/objects/4604,Painting,Self-portrait with his wife / Avtoportret z druzhynoiu,Vladislav Khoroshailo,Painting,1979,,"2022 Place of the incident: The Oleksii Shovkunenko Kherson Regional Art Museum Coordinates (Lat, Lon): 46.62979067231111, 32.609546919505945 Place of last known stay: Links https://ngl.media/2024/08/28/spetsialna-kulturna-operatsiya/?fbclid=IwY2xjawGqyBFleHRuA2FlbQIxMAABHe1_ufkEgAdSCsW0k1f84nJcITYe33pDsLXwR07nwmaFxmhHcpG-Ig9YbA_aem__oS_9KTVMyCRhMuFlOlwxQ Archive links https://archive.ph/2024.11.06-074654/https://ngl.media/2024/10/31/zminenyj-stan-svidomosti/",2022,The Oleksii Shovkunenko Kherson Regional Art Museum,,,,,Self-portrait with his wife / Avtoportret z druzhynoiu,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en; https://www.facebook.com/DefenceIntelligenceofUkraine",2022,2022+ (Full-scale invasion),False,True
4596,https://war-sanctions.gur.gov.ua/en/stolen/objects/4596,Painting,Composition IІ / Kompozytsiia IІ,Grigory Zinkovich,Painting,1967,,"2022 Place of the incident: The Oleksii Shovkunenko Kherson Regional Art Museum Coordinates (Lat, Lon): 46.62979067231111, 32.609546919505945 Place of last known stay: Links https://ngl.media/2024/08/28/spetsialna-kulturna-operatsiya/?fbclid=IwY2xjawGqyBFleHRuA2FlbQIxMAABHe1_ufkEgAdSCsW0k1f84nJcITYe33pDsLXwR07nwmaFxmhHcpG-Ig9YbA_aem__oS_9KTVMyCRhMuFlOlwxQ Archive links https://archive.ph/2024.11.06-074654/https://ngl.media/2024/10/31/zminenyj-stan-svidomosti/",2022,The Oleksii Shovkunenko Kherson Regional Art Museum,,,,,Composition IІ / Kompozytsiia IІ,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en; https://www.facebook.com/DefenceIntelligenceofUkraine",2022,2022+ (Full-scale invasion),False,True
4600,https://war-sanctions.gur.gov.ua/en/stolen/objects/4600,Painting,Otuz outskirts / Okraina Otuza,Lev Kramarenko,Painting,1937,,"2022 Place of the incident: The Oleksii Shovkunenko Kherson Regional Art Museum Coordinates (Lat, Lon): 46.62979067231111, 32.609546919505945 Place of last known stay: Links https://ngl.media/2024/08/28/spetsialna-kulturna-operatsiya/?fbclid=IwY2xjawGqyBFleHRuA2FlbQIxMAABHe1_ufkEgAdSCsW0k1f84nJcITYe33pDsLXwR07nwmaFxmhHcpG-Ig9YbA_aem__oS_9KTVMyCRhMuFlOlwxQ Archive links https://archive.ph/2024.11.06-074654/https://ngl.media/2024/10/31/zminenyj-stan-svidomosti/",2022,The Oleksii Shovkunenko Kherson Regional Art Museum,,,,,On the back on the canvas or on the stretcher,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en; https://www.facebook.com/DefenceIntelligenceofUkraine",2022,2022+ (Full-scale invasion),False,True
4601,https://war-sanctions.gur.gov.ua/en/stolen/objects/4601,Painting,In Dzintari / U Dzintari,Pavel Kuznetsov,Painting,"XX century, 50s.",,"2022 Place of the incident: The Oleksii Shovkunenko Kherson Regional Art Museum Coordinates (Lat, Lon): 46.62979067231111, 32.609546919505945 Place of last known stay: Links https://ngl.media/2024/08/28/spetsialna-kulturna-operatsiya/?fbclid=IwY2xjawGqyBFleHRuA2FlbQIxMAABHe1_ufkEgAdSCsW0k1f84nJcITYe33pDsLXwR07nwmaFxmhHcpG-Ig9YbA_aem__oS_9KTVMyCRhMuFlOlwxQ Archive links https://archive.ph/2024.11.06-074654/https://ngl.media/2024/10/31/zminenyj-stan-svidomosti/",2022,The Oleksii Shovkunenko Kherson Regional Art Museum,,,,,On the back on the canvas or on the stretcher,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en; https://www.facebook.com/DefenceIntelligenceofUkraine",2022,2022+ (Full-scale invasion),False,True
4534,https://war-sanctions.gur.gov.ua/en/stolen/objects/4534,Painting,The world and youth / Svit i molod,Ksenia Nechytailo,Painting,1986,,"2022 Place of the incident: The Oleksii Shovkunenko Kherson Regional Art Museum Coordinates (Lat, Lon): 46.62979067231111, 32.609546919505945 Place of last known stay: Links https://ngl.media/2024/08/28/spetsialna-kulturna-operatsiya/?fbclid=IwY2xjawGqyBFleHRuA2FlbQIxMAABHe1_ufkEgAdSCsW0k1f84nJcITYe33pDsLXwR07nwmaFxmhHcpG-Ig9YbA_aem__oS_9KTVMyCRhMuFlOlwxQ Archive links https://archive.ph/2024.11.06-074654/https://ngl.media/2024/10/31/zminenyj-stan-svidomosti/",2022,The Oleksii Shovkunenko Kherson Regional Art Museum,,,,,The world and youth / Svit i molod,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en; https://www.facebook.com/DefenceIntelligenceofUkraine",2022,2022+ (Full-scale invasion),False,True
